rank,name,fed,rating
1,"Carlsen, Magnus",NO,2831
2,"Caruana, Fabiano",US,2805
3,"Nakamura, Hikaru",US,2802
4,Erigaisi Arjun,IN,2801
5,Gukesh D,IN,2783
6,"Abdusattorov, Nodirbek",UZ,2777
7,"Firouzja, Alireza",FR,2763
8,"Nepomniachtchi, Ian",RU,2755
9,"Wei, Yi",CN,2753
10,"Anand, Viswanathan",IN,2750
11,"Aronian, Levon",US,2747
12,"So, Wesley",US,2747
13,"Dominguez Perez, Leinier",US,2741
14,"Duda, Jan-Krzysztof",PL,2740
15,Le Quang Liem,VN,2739
16,"Mamedyarov, Shakhriyar",AZ,2738
17,Praggnanandhaa R,IN,2737
18,"Niemann, Hans Moke",US,2734
19,"Giri, Anish",NL,2733
20,"Keymer, Vincent",DE,2733
21,"Vachier-Lagrave, Maxime",FR,2731
22,"Ding, Liren",CN,2728
23,"Vidit, Santosh Gujrathi",IN,2727
24,"Yu, Yangyi",CN,2724
25,"Rapport, Richard",HU,2721
26,"Aravindh, Chithambaram VR.",IN,2718
27,"Topalov, Veselin",BG,2717
28,"Fedoseev, Vladimir",SI,2709
29,"Maghsoodloo, Parham",IR,2703
30,"Wang, Hao",CN,2703
31,"Artemiev, Vladislav",RU,2701
32,"Robson, Ray",US,2700
33,"Radjabov, Teimour",AZ,2698
34,"Svidler, Peter",FF,2698
35,"Deac, Bogdan-Daniel",RO,2696
36,"Sevian, Samuel",US,2696
37,"Tabatabaei, M. Amin",IR,2695
38,"Andreikin, Dmitry",FF,2695
39,"Harikrishna, Pentala",IN,2695
40,"Dubov, Daniil",RU,2693
41,"Grischuk, Alexander",RU,2689
42,"Liang, Awonder",US,2687
43,"Kasimdzhanov, Rustam",UZ,2685
44,"Bu, Xiangzhi",CN,2684
45,"Esipenko, Andrey",FF,2682
46,"Sindarov, Javokhir",UZ,2682
47,"Vokhidov, Shamsiddin",UZ,2681
48,"Van Foreest, Jorden",NL,2677
49,Nihal Sarin,IN,2676
50,"Sarana, Alexey",RS,2674
51,"Sadhwani, Raunak",IN,2673
52,"Anton Guijarro, David",ES,2673
53,"Nguyen, Thai Dai Van",CZ,2673
54,"Alekseenko, Kirill",AT,2673
55,"Howell, David W L",EN,2673
56,"Shankland, Sam",US,2672
57,"Saric, Ivan",HR,2669
58,"Svane, Frederik",DE,2668
59,"Vitiugov, Nikita",EN,2668
60,"Yakubboev, Nodirbek",UZ,2668
61,"Eljanov, Pavel",UA,2667
62,"Leko, Peter",HU,2666
63,"Navara, David",CZ,2665
64,"Murzin, Volodar",FF,2664
65,"Adams, Michael",EN,2662
66,Christiansen J,NO,2661
67,"Wojtaszek, Radoslaw",PL,2658
68,"Gelfand, Boris",IL,2657
69,"Mamedov, Rauf",AZ,2656
70,"Martirosyan, Haik M.",AM,2656
71,"Morozevich, Alexander",RU,2655
72,"Gledura, Benjamin",HU,2653
73,"Oparin, Grigoriy",US,2653
74,"Shevchenko, Kirill",RO,2653
75,"Amin, Bassem",EG,2652
76,"Bluebaum, Matthias",DE,2650
77,"Inarkiev, Ernesto",RU,2650
78,"Ni, Hua",CN,2649
79,"Volokitin, Andrei",UA,2649
80,"Indjic, Aleksandar",RS,2647
81,"Shirov, Alexei",ES,2647
82,Narayanan.S.L,IN,2647
83,"Sjugirov, Sanan",HU,2646
84,"Cheparinov, Ivan",BG,2646
85,"Sargsyan, Shant",AM,2646
86,"Puranik, Abhimanyu",IN,2646
87,"Nguyen, Ngoc Truong Son",VN,2646
88,"Bacrot, Etienne",FR,2645
89,"Warmerdam, Max",NL,2643
90,"Bjerre, Jonas Buhl",DK,2642
91,"Mendonca, Leon Luke",IN,2642
92,"Malakhov, Vladimir",FF,2642
93,"Grandelius, Nils",SE,2641
94,"Yuffa, Daniil",ES,2640
95,"Wang, Yue",CN,2640
96,"Dardha, Daniel",BE,2639
97,"Maroroa Jones, Gawain C B",EN,2639
98,"Kollars, Dmitrij",DE,2638
99,"Ma, Qun",CN,2638
100,"Vallejo Pons, Francisco",ES,2638
