rank,name,fed,rating
1,"Carlsen, Magnus",NO,2833
2,"Caruana, Fabiano",US,2803
3,"Nakamura, Hikaru",US,2802
4,Erigaisi Arjun,IN,2801
5,Gukesh D,IN,2777
6,"Abdusattorov, Nodirbek",UZ,2766
7,"Firouzja, Alireza",FR,2760
8,"Wei, Yi",CN,2755
9,"Nepomniachtchi, Ian",RU,2754
10,"Anand, Viswanathan",IN,2750
11,"So, Wesley",US,2747
12,"Aronian, Levon",US,2745
13,"Dominguez Perez, Leinier",US,2741
14,Praggnanandhaa R,IN,2741
15,"Duda, Jan-Krzysztof",PL,2739
16,Le Quang Liem,VN,2739
17,"Ding, Liren",CN,2734
18,"Niemann, Hans Moke",US,2734
19,"Keymer, Vincent",DE,2731
20,"Mamedyarov, Shakhriyar",AZ,2731
21,"Aravindh, Chithambaram VR.",IN,2729
22,"Vachier-Lagrave, Maxime",FR,2729
23,"Giri, Anish",NL,2728
24,"Fedoseev, Vladimir",SI,2724
25,"Vidit, Santosh Gujrathi",IN,2721
26,"Rapport, Richard",HU,2718
27,"Topalov, Veselin",BG,2717
28,"Yu, Yangyi",CN,2715
29,"Dubov, Daniil",RU,2701
30,"Wang, Hao",CN,2701
31,"Sindarov, Javokhir",UZ,2700
32,"Radjabov, Teimour",AZ,2698
33,"Svidler, Peter",FF,2696
34,"Esipenko, Andrey",FF,2695
35,"Andreikin, Dmitry",FF,2695
36,"Harikrishna, Pentala",IN,2695
37,"Deac, Bogdan-Daniel",RO,2692
38,"Sevian, Samuel",US,2692
39,"Artemiev, Vladislav",RU,2691
40,"Liang, Awonder",US,2690
41,"Robson, Ray",US,2689
42,"Van Foreest, Jorden",NL,2688
43,"Grischuk, Alexander",RU,2687
44,Nihal Sarin,IN,2687
45,"Bu, Xiangzhi",CN,2684
46,"Kasimdzhanov, Rustam",UZ,2681
47,"Maghsoodloo, Parham",IR,2680
48,"Navara, David",CZ,2677
49,"Sarana, Alexey",RS,2672
50,"Shankland, Sam",US,2670
51,"Vitiugov, Nikita",EN,2670
52,"Vokhidov, Shamsiddin",UZ,2670
53,"Anton Guijarro, David",ES,2668
54,"Howell, David W L",EN,2668
55,"Nguyen, Thai Dai Van",CZ,2668
56,"Sadhwani, Raunak",IN,2666
57,"Tabatabaei, M. Amin",IR,2666
58,"Leko, Peter",HU,2666
59,"Svane, Frederik",DE,2665
60,"Adams, Michael",EN,2664
61,"Saric, Ivan",HR,2661
62,"Alekseenko, Kirill",AT,2661
63,"Oparin, Grigoriy",US,2660
64,"Sargsyan, Shant",AM,2660
65,"Gledura, Benjamin",HU,2659
66,"Yakubboev, Nodirbek",UZ,2659
67,"Eljanov, Pavel",UA,2658
68,Christiansen J,NO,2658
69,"Wojtaszek, Radoslaw",PL,2658
70,"Murzin, Volodar",FF,2657
71,"Mamedov, Rauf",AZ,2656
72,"Morozevich, Alexander",RU,2656
73,"Amin, Bassem",EG,2654
74,"Maroroa Jones, Gawain C B",EN,2654
75,"Yuffa, Daniil",ES,2654
76,"Shevchenko, Kirill",RO,2653
77,"Dardha, Daniel",BE,2652
78,"Karthikeyan, Murali",IN,2651
79,"Indjic, Aleksandar",RS,2650
80,"Inarkiev, Ernesto",RU,2650
81,"Gelfand, Boris",IL,2649
82,"Shirov, Alexei",ES,2648
83,"Cheparinov, Ivan",BG,2646
84,"Ma, Qun",CN,2645
85,"Martirosyan, Haik M.",AM,2645
86,"Grandelius, Nils",SE,2644
87,"Bluebaum, Matthias",DE,2643
88,"Kollars, Dmitrij",DE,2643
89,"Sjugirov, Sanan",HU,2643
90,"Volokitin, Andrei",UA,2643
91,"Malakhov, Vladimir",FF,2642
92,"Mendonca, Leon Luke",IN,2641
93,"Bjerre, Jonas Buhl",DK,2640
94,"Bacrot, Etienne",FR,2640
95,"Wang, Yue",CN,2640
96,"Warmerdam, Max",NL,2638
97,"Vallejo Pons, Francisco",ES,2638
98,"Najer, Evgeniy",FF,2637
99,"Melkumyan, Hrant",AM,2636
100,"Puranik, Abhimanyu",IN,2636
