rank,name,fed,rating
1,"Carlsen, Magnus",NO,2847
2,"Caruana, Fabiano",US,2820
3,"Ding, Liren",CN,2791
4,"Nepomniachtchi, Ian",RU,2789
5,"Aronian, Levon",AM,2781
6,"Grischuk, Alexander",RU,2777
7,"Giri, Anish",NL,2776
8,"Mamedyarov, Shakhriyar",AZ,2770
9,"So, Wesley",US,2770
10,"Radjabov, Teimour",AZ,2765
11,"Rapport, Richard",HU,2763
12,"Wang, Hao",CN,2763
13,"Firouzja, Alireza",FF,2759
14,"Dominguez Perez, Leinier",US,2758
15,"Vachier-Lagrave, Maxime",FR,2758
16,"Karjakin, Sergey",RU,2757
17,"Anand, Viswanathan",IN,2753
18,"Nakamura, Hikaru",US,2736
19,"Topalov, Veselin",BG,2735
20,"Wei, Yi",CN,2732
21,"Harikrishna, Pentala",IN,2730
22,"Duda, Jan-Krzysztof",PL,2729
23,"Vidit, Santosh Gujrathi",IN,2726
24,"Andreikin, Dmitry",RU,2725
25,"Adams, Michael",EN,2716
26,"Vitiugov, Nikita",RU,2715
27,"Svidler, Peter",RU,2714
28,"Dubov, Daniil",RU,2710
29,"Vallejo Pons, Francisco",ES,2710
30,"Artemiev, Vladislav",RU,2709
31,Le Quang Liem,VN,2709
32,"Xiong, Jeffery",US,2709
33,"Yu, Yangyi",CN,2709
34,"Tomashevsky, Evgeny",RU,2706
35,"Bu, Xiangzhi",CN,2705
36,"Esipenko, Andrey",RU,2701
37,"Van Foreest, Jorden",NL,2701
38,"Kryvoruchko, Yuriy",UA,2699
39,"Amin, Bassem",EG,2697
40,"Navara, David",CZ,2697
41,"Alekseenko, Kirill",RU,2696
42,"Sadler, Matthew",EN,2694
43,"Wojtaszek, Radoslaw",PL,2694
44,"Shankland, Sam",US,2691
45,"Predke, Alexandr",RU,2690
46,"Matlakov, Maxim",RU,2688
47,"Almasi, Zoltan",HU,2687
48,"Areshchenko, Alexander",UA,2687
49,"Fedoseev, Vladimir",RU,2687
50,"Jakovenko, Dmitry",RU,2684
51,"Korobov, Anton",UA,2683
52,"Li, Chao b",CN,2683
53,"Salem, A.R. Saleh",AE,2682
54,"Sargissian, Gabriel",AM,2682
55,"Ragger, Markus",AT,2680
56,"Nyzhnyk, Illya",UA,2679
57,"Bacrot, Etienne",FR,2678
58,"Ivanchuk, Vasyl",UA,2678
59,"Gelfand, Boris",IL,2676
60,"Maghsoodloo, Parham",IR,2676
61,"McShane, Luke J",EN,2674
62,"Anton Guijarro, David",ES,2673
63,"Berkes, Ferenc",HU,2673
64,"Robson, Ray",US,2673
65,"Eljanov, Pavel",UA,2672
66,"Bluebaum, Matthias",DE,2670
67,"Grandelius, Nils",SE,2670
68,"Maroroa Jones, Gawain C B",EN,2670
69,"Wang, Yue",CN,2669
70,"Cheparinov, Ivan",BG,2667
71,"Ni, Hua",CN,2667
72,"Abasov, Nijat",AZ,2665
73,"Guseinov, Gadir",AZ,2665
74,"Kamsky, Gata",US,2665
75,"Malakhov, Vladimir",RU,2665
76,"Leko, Peter",HU,2663
77,"Melkumyan, Hrant",AM,2663
78,"Sjugirov, Sanan",RU,2663
79,"Kasimdzhanov, Rustam",UZ,2662
80,"Shirov, Alexei",ES,2662
81,"Adhiban, B.",IN,2660
82,"Sevian, Samuel",US,2660
83,"Donchenko, Alexander",DE,2659
84,"Morozevich, Alexander",RU,2659
85,"Hou, Yifan",CN,2658
86,"Howell, David W L",EN,2658
87,"Lupulescu, Constantin",RO,2656
88,"Nisipeanu, Liviu-Dieter",DE,2656
89,"Inarkiev, Ernesto",RU,2654
90,"Mamedov, Rauf",AZ,2654
91,"Cori, Jorge",PE,2652
92,"Oparin, Grigoriy",RU,2652
93,"Rakhmanov, Aleksandr",RU,2651
94,"Volokitin, Andrei",UA,2650
95,"Naiditsch, Arkadij",AZ,2649
96,"Sarana, Alexey",RU,2649
97,"Swiercz, Dariusz",US,2649
98,"Najer, Evgeniy",RU,2648
99,"Grigoryan, Karen H.",AM,2647
100,"Dreev, Aleksey",RU,2647
