rank,name,fed,rating
1,"Carlsen, Magnus",NO,2862
2,"Caruana, Fabiano",US,2823
3,"Ding, Liren",CN,2791
4,"Nepomniachtchi, Ian",RU,2789
5,"Vachier-Lagrave, Maxime",FR,2784
6,"Aronian, Levon",AM,2781
7,"Grischuk, Alexander",RU,2777
8,"Mamedyarov, Shakhriyar",AZ,2770
9,"So, Wesley",US,2770
10,"Radjabov, Teimour",AZ,2765
11,"Giri, Anish",NL,2764
12,"Wang, Hao",CN,2763
13,"Rapport, Richard",HU,2759
14,"Dominguez Perez, Leinier",US,2758
15,"Karjakin, Sergey",RU,2757
16,"Anand, Viswanathan",IN,2753
17,"Kramnik, Vladimir",RU,2753
18,"Firouzja, Alireza",FF,2749
19,"Duda, Jan-Krzysztof",PL,2743
20,"Nakamura, Hikaru",US,2736
21,"Topalov, Veselin",BG,2735
22,"Harikrishna, Pentala",IN,2732
23,"Wei, Yi",CN,2732
24,"Vidit, Santosh Gujrathi",IN,2726
25,"Andreikin, Dmitry",RU,2725
26,"Adams, Michael",EN,2716
27,"Vitiugov, Nikita",RU,2715
28,"Svidler, Peter",RU,2714
29,"Dubov, Daniil",RU,2710
30,"Vallejo Pons, Francisco",ES,2710
31,"Artemiev, Vladislav",RU,2709
32,Le Quang Liem,VN,2709
33,"Xiong, Jeffery",US,2709
34,"Yu, Yangyi",CN,2709
35,"Tomashevsky, Evgeny",RU,2706
36,"Bu, Xiangzhi",CN,2705
37,"Wojtaszek, Radoslaw",PL,2705
38,"Kryvoruchko, Yuriy",UA,2699
39,"Navara, David",CZ,2697
40,"Alekseenko, Kirill",RU,2696
41,"Sadler, Matthew",EN,2694
42,"Amin, Bassem",EG,2693
43,"Korobov, Anton",UA,2692
44,"Shankland, Sam",US,2691
45,"Predke, Alexandr",RU,2690
46,"Matlakov, Maxim",RU,2688
47,"Fedoseev, Vladimir",RU,2687
48,"Almasi, Zoltan",HU,2687
49,"Areshchenko, Alexander",UA,2687
50,"Jakovenko, Dmitry",RU,2684
51,"Li, Chao b",CN,2683
52,"Salem, A.R. Saleh",AE,2682
53,"Sargissian, Gabriel",AM,2682
54,"Ragger, Markus",AT,2680
55,"Anton Guijarro, David",ES,2679
56,"Nyzhnyk, Illya",UA,2679
57,"Bacrot, Etienne",FR,2678
58,"Ivanchuk, Vasyl",UA,2678
59,"Esipenko, Andrey",RU,2677
60,"Gelfand, Boris",IL,2676
61,"Maghsoodloo, Parham",IR,2676
62,"McShane, Luke J",EN,2674
63,"Berkes, Ferenc",HU,2673
64,"Robson, Ray",US,2673
65,"Eljanov, Pavel",UA,2672
66,"Van Foreest, Jorden",NL,2671
67,"Bluebaum, Matthias",DE,2670
68,"Maroroa Jones, Gawain C B",EN,2670
69,"Wang, Yue",CN,2669
70,"Abasov, Nijat",AZ,2668
71,"Donchenko, Alexander",DE,2668
72,"Ni, Hua",CN,2667
73,"Grigoryan, Karen H.",AM,2666
74,"Guseinov, Gadir",AZ,2665
75,"Kamsky, Gata",US,2665
76,"Malakhov, Vladimir",RU,2665
77,"Grandelius, Nils",SE,2663
78,"Leko, Peter",HU,2663
79,"Melkumyan, Hrant",AM,2663
80,"Sjugirov, Sanan",RU,2663
81,"Kasimdzhanov, Rustam",UZ,2662
82,"Shirov, Alexei",ES,2662
83,"Sevian, Samuel",US,2660
84,"Adhiban, B.",IN,2659
85,"Morozevich, Alexander",RU,2659
86,"Cheparinov, Ivan",BG,2658
87,"Hou, Yifan",CN,2658
88,"Howell, David W L",EN,2658
89,"Lupulescu, Constantin",RO,2656
90,"Nisipeanu, Liviu-Dieter",DE,2656
91,"Inarkiev, Ernesto",RU,2654
92,"Mamedov, Rauf",AZ,2654
93,"Cori, Jorge",PE,2652
94,"Oparin, Grigoriy",RU,2652
95,"Saric, Ivan",HR,2652
96,"Lagarde, Maxime",FR,2651
97,"Rakhmanov, Aleksandr",RU,2651
98,"Volokitin, Andrei",UA,2650
99,"Sarana, Alexey",RU,2649
100,"Naiditsch, Arkadij",AZ,2649
