rank,name,fed,rating
1,"Carlsen, Magnus",NO,2837
2,"Nakamura, Hikaru",US,2804
3,Erigaisi Arjun,IN,2782
4,"Caruana, Fabiano",US,2777
5,Gukesh D,IN,2776
6,"Abdusattorov, Nodirbek",UZ,2767
7,Praggnanandhaa R,IN,2767
8,"Firouzja, Alireza",FR,2766
9,"Wei, Yi",CN,2758
10,"Nepomniachtchi, Ian",RU,2757
11,"Aravindh, Chithambaram VR.",IN,2749
12,"Giri, Anish",NL,2748
13,"Mamedyarov, Shakhriyar",AZ,2746
14,"So, Wesley",US,2745
15,"Anand, Viswanathan",IN,2743
16,"Aronian, Levon",US,2742
17,"Fedoseev, Vladimir",SI,2739
18,"Dominguez Perez, Leinier",US,2738
19,"Vachier-Lagrave, Maxime",FR,2736
20,"Niemann, Hans Moke",US,2736
21,"Ding, Liren",CN,2734
22,"Keymer, Vincent",DE,2730
23,Le Quang Liem,VN,2729
24,"Duda, Jan-Krzysztof",PL,2725
25,"Vidit, Santosh Gujrathi",IN,2720
26,"Topalov, Veselin",BG,2717
27,"Rapport, Richard",HU,2714
28,"Yu, Yangyi",CN,2714
29,"Sindarov, Javokhir",UZ,2710
30,"Harikrishna, Pentala",IN,2707
31,"Wang, Hao",CN,2701
32,"Svidler, Peter",FF,2698
33,Nihal Sarin,IN,2696
34,"Andreikin, Dmitry",FF,2695
35,"Dubov, Daniil",RU,2693
36,"Liang, Awonder",US,2693
37,"Radjabov, Teimour",AZ,2692
38,"Maghsoodloo, Parham",IR,2691
39,"Esipenko, Andrey",RU,2689
40,"Sevian, Samuel",US,2687
41,"Robson, Ray",US,2687
42,"Van Foreest, Jorden",NL,2687
43,"Sarana, Alexey",RS,2686
44,"Bu, Xiangzhi",CN,2684
45,"Artemiev, Vladislav",RU,2676
46,"Kovalenko, Igor",UA,2676
47,"Kasimdzhanov, Rustam",UZ,2675
48,"Deac, Bogdan-Daniel",RO,2674
49,"Nguyen, Thai Dai Van",CZ,2674
50,"Sadhwani, Raunak",IN,2672
51,"Vitiugov, Nikita",EN,2671
52,"Sargsyan, Shant",AM,2669
53,"Eljanov, Pavel",UA,2669
54,"Gledura, Benjamin",HU,2668
55,"Howell, David W L",EN,2668
56,"Svane, Frederik",DE,2667
57,"Grischuk, Alexander",RU,2667
58,"Murzin, Volodar",FF,2666
59,"Leko, Peter",HU,2666
60,"Shankland, Sam",US,2666
61,"Bluebaum, Matthias",DE,2663
62,"Indjic, Aleksandar",RS,2661
63,"Saric, Ivan",HR,2661
64,"Oparin, Grigoriy",US,2660
65,"Yakubboev, Nodirbek",UZ,2659
66,"Adams, Michael",EN,2659
67,"Yuffa, Daniil",ES,2657
68,"Mamedov, Rauf",AZ,2657
69,"Navara, David",CZ,2657
70,"Karthikeyan, Murali",IN,2656
71,"Tabatabaei, M. Amin",IR,2655
72,"Alekseenko, Kirill",AT,2655
73,"Maroroa Jones, Gawain C B",EN,2653
74,"Shevchenko, Kirill",RO,2653
75,"Gelfand, Boris",IL,2652
76,"Wojtaszek, Radoslaw",PL,2651
77,"Bjerre, Jonas Buhl",DK,2651
78,"Morozevich, Alexander",RU,2650
79,"Lu, Shanglei",CN,2647
80,"Dardha, Daniel",BE,2646
81,"Rodshtein, Maxim",IL,2645
82,"Vokhidov, Shamsiddin",UZ,2644
83,"Grandelius, Nils",SE,2643
84,Christiansen J,NO,2642
85,"Anton Guijarro, David",ES,2642
86,"Cheparinov, Ivan",BG,2641
87,"Daneshvar, Bardiya",IR,2640
88,"Xiong, Jeffery",US,2639
89,"Ivic, Velimir",RS,2639
90,"Vallejo Pons, Francisco",ES,2638
91,"Amin, Bassem",EG,2636
92,"Malakhov, Vladimir",FF,2636
93,"Gurel, Ediz",TR,2636
94,"Melkumyan, Hrant",AM,2636
95,"Tari, Aryan",NO,2636
96,"Sjugirov, Sanan",HU,2635
97,"Chigaev, Maksim",ES,2635
98,"Hovhannisyan, Robert",AM,2635
99,"Martirosyan, Haik M.",AM,2635
100,"Ivanchuk, Vasyl",UA,2634
