rank,name,fed,rating
1,"Carlsen, Magnus",NO,2840
2,"Nakamura, Hikaru",US,2810
3,"Caruana, Fabiano",US,2795
4,"Keymer, Vincent",DE,2776
5,"Abdusattorov, Nodirbek",UZ,2771
6,"Firouzja, Alireza",FR,2759
7,"Wei, Yi",CN,2754
8,"Giri, Anish",NL,2753
9,"So, Wesley",US,2753
10,Gukesh D,IN,2748
11,Erigaisi Arjun,IN,2745
12,"Sindarov, Javokhir",UZ,2745
13,Praggnanandhaa R,IN,2741
14,"Duda, Jan-Krzysztof",PL,2739
15,"Dominguez Perez, Leinier",US,2738
16,"Rapport, Richard",HU,2738
17,"Niemann, Hans Moke",US,2735
18,Le Quang Liem,VN,2731
19,"Van Foreest, Jorden",NL,2729
20,"Aronian, Levon",US,2729
21,"Nepomniachtchi, Ian",RU,2723
22,"Vachier-Lagrave, Maxime",FR,2720
23,"Yu, Yangyi",CN,2717
24,Nihal Sarin,IN,2716
25,"Liang, Awonder",US,2714
26,"Mamedyarov, Shakhriyar",AZ,2713
27,"Andreikin, Dmitry",FF,2710
28,"Fedoseev, Vladimir",SI,2708
29,"Maghsoodloo, Parham",IR,2708
30,"Vidit, Santosh Gujrathi",IN,2708
31,"Tabatabaei, M. Amin",IR,2700
32,"Bluebaum, Matthias",DE,2698
33,"Esipenko, Andrey",RU,2698
34,"Aravindh, Chithambaram VR.",IN,2689
35,"Radjabov, Teimour",AZ,2689
36,"Sevian, Samuel",US,2688
37,"Erdogmus, Yagiz Kaan",TR,2687
38,"Yakubboev, Nodirbek",UZ,2686
39,"Wang, Hao",CN,2684
40,"Sarana, Alexey",RS,2683
41,"Kovalenko, Igor",UA,2682
42,"Svidler, Peter",FF,2682
43,"Harikrishna, Pentala",IN,2676
44,"Leko, Peter",HU,2676
45,"Dubov, Daniil",RU,2672
46,"Howell, David W L",EN,2668
47,"Kasimdzhanov, Rustam",UZ,2668
48,"Vitiugov, Nikita",EN,2667
49,"Wojtaszek, Radoslaw",PL,2666
50,"Grandelius, Nils",SE,2666
51,"Anton Guijarro, David",ES,2666
52,"Bu, Xiangzhi",CN,2666
53,"Saric, Ivan",HR,2661
54,"Eljanov, Pavel",UA,2659
55,"Oparin, Grigoriy",US,2658
56,Christiansen J,NO,2656
57,"Sargsyan, Shant",AM,2656
58,"Martinez Alcantara, Jose Eduardo",MX,2656
59,"Xiong, Jeffery",US,2656
60,"Deac, Bogdan-Daniel",RO,2655
61,"Suleymanli, Aydin",AZ,2653
62,"Gledura, Benjamin",HU,2653
63,"Inarkiev, Ernesto",RU,2653
64,"Morozevich, Alexander",RU,2653
65,"Alekseenko, Kirill",AT,2652
66,"Shankland, Sam",US,2651
67,"Murzin, Volodar",FF,2650
68,"Robson, Ray",US,2650
69,"Safarli, Eltaj",AZ,2648
70,"Karthikeyan, Murali",IN,2648
71,"Grischuk, Alexander",RU,2645
72,"Svane, Frederik",DE,2645
73,"Vallejo Pons, Francisco",ES,2644
74,"Donchenko, Alexander",DE,2643
75,"Lu, Shanglei",CN,2642
76,"Tari, Aryan",NO,2642
77,"Sadhwani, Raunak",IN,2641
78,"Artemiev, Vladislav",RU,2641
79,"Pranav, V",IN,2641
80,"Salem, A.R. Saleh",AE,2640
81,"Vokhidov, Shamsiddin",UZ,2639
82,"Theodorou, Nikolas",GR,2639
83,"Chigaev, Maksim",ES,2637
84,"Mamedov, Rauf",AZ,2636
85,"Maroroa Jones, Gawain C B",EN,2635
86,"Gelfand, Boris",IL,2635
87,"Gurel, Ediz",TR,2635
88,"Nguyen, Thai Dai Van",CZ,2634
89,Pranesh M,IN,2633
90,"Woodward, Andy",US,2631
91,"Bacrot, Etienne",FR,2631
92,Aryan Chopra,IN,2631
93,"Ponomariov, Ruslan",UA,2631
94,"Adams, Michael",EN,2629
95,"Mishra, Abhimanyu",US,2629
96,"Van Wely, Loek",NL,2629
97,"Hakobyan, Aram",AM,2627
98,"Volokitin, Andrei",UA,2627
99,"Cheparinov, Ivan",BG,2627
100,"Navara, David",CZ,2626
