rank,name,fed,rating
1,"Carlsen, Magnus",NOR,2826
2,"Kasparov, Garry",RUS,2812
3,"Anand, Viswanathan",IND,2811
4,"Aronian, Levon",ARM,2802
5,"Kramnik, Vladimir",RUS,2800
6,"Radjabov, Teimour",AZE,2781
7,"Ivanchuk, Vassily",UKR,2775
8,"Topalov, Veselin",BUL,2768
9,"Karjakin, Sergey",RUS,2763
10,"Morozevich, Alexander",RUS,2762
11,"Nakamura, Hikaru",USA,2758
12,"Gashimov, Vugar",AZE,2757
13,"Svidler, Peter",RUS,2755
14,"Grischuk, Alexander",RUS,2752
15,"Gelfand, Boris",ISR,2744
16,"Tomashevsky, Evgeny",RUS,2740
17,"Wang, Hao",CHN,2736
18,"Adams, Michael",ENG,2734
19,"Mamedyarov, Shakhriyar",AZE,2733
20,"Kamsky, Gata",USA,2732
21,"Nepomniachtchi, Ian",RUS,2730
22,"Jakovenko, Dmitry",RUS,2729
23,"Vitiugov, Nikita",RUS,2729
24,"Caruana, Fabiano",ITA,2727
25,"Navara, David",CZE,2724
26,"Ponomariov, Ruslan",UKR,2723
27,"Leko, Peter",HUN,2720
28,"Moiseenko, Alexander",UKR,2715
29,"Bacrot, Etienne",FRA,2714
30,"Giri, Anish",NED,2714
31,"Le, Quang Liem",VIE,2714
32,"Dominguez Perez, Leinier",CUB,2712
33,"Naiditsch, Arkadij",GER,2712
34,"Dreev, Aleksey",RUS,2710
35,"Movsesian, Sergei",ARM,2710
36,"Polgar, Judit",HUN,2710
37,"Riazantsev, Alexander",RUS,2710
38,"Vachier-Lagrave, Maxime",FRA,2710
39,"Almasi, Zoltan",HUN,2707
40,"Berkes, Ferenc",HUN,2705
41,"Malakhov, Vladimir",RUS,2705
42,"Shirov, Alexei",LAT,2705
43,"Vallejo Pons, Francisco",ESP,2705
44,"Wojtaszek, Radoslaw",POL,2705
45,"Laznicka, Viktor",CZE,2703
46,"Efimenko, Zahar",UKR,2702
47,"Li, Chao b",CHN,2702
48,"Fressinet, Laurent",FRA,2700
49,"Short, Nigel D",ENG,2698
50,"Wang, Yue",CHN,2697
51,"Sutovsky, Emil",ISR,2696
52,"Volokitin, Andrei",UKR,2695
53,"Grachev, Boris",RUS,2693
54,"Nielsen, Peter Heine",DEN,2693
55,"Eljanov, Pavel",UKR,2691
56,"Bruzon Batista, Lazaro",CUB,2689
57,"Sasikiran, Krishnan",IND,2689
58,"Andreikin, Dmitry",RUS,2688
59,"Areshchenko, Alexander",UKR,2688
60,"Inarkiev, Ernesto",RUS,2686
61,"Rublevsky, Sergei",RUS,2686
62,"Van Wely, Loek",NED,2686
63,"Potkin, Vladimir",RUS,2684
64,"Akopian, Vladimir",ARM,2681
65,"Zvjaginsev, Vadim",RUS,2680
66,"Jobava, Baadur",GEO,2678
67,"Motylev, Alexander",RUS,2678
68,"Gharamian, Tigran",FRA,2676
69,"Kasimdzhanov, Rustam",UZB,2675
70,"Onischuk, Alexander",USA,2674
71,"Bu, Xiangzhi",CHN,2673
72,"Harikrishna, P.",IND,2673
73,"Kobalia, Mikhail",RUS,2673
74,"McShane, Luke J",ENG,2671
75,"Sargissian, Gabriel",ARM,2671
76,"Alekseev, Evgeny",RUS,2670
77,"Smirin, Ilia",ISR,2670
78,"Azarov, Sergei",BLR,2667
79,"Georgiev, Kiril",BUL,2666
80,"Kryvoruchko, Yuriy",UKR,2666
81,"Bologan, Viktor",MDA,2665
82,"Nguyen, Ngoc Truong Son",VIE,2665
83,"Bareev, Evgeny",RUS,2663
84,"Balogh, Csaba",HUN,2662
85,"Ragger, Markus",AUT,2662
86,"Sadler, Matthew D",ENG,2662
87,"Fridman, Daniel",GER,2661
88,"Ding, Liren",CHN,2660
89,"Khismatullin, Denis",RUS,2660
90,"Korobov, Anton",UKR,2660
91,"Meier, Georg",GER,2659
92,"So, Wesley",PHI,2659
93,"Timofeev, Artyom",RUS,2659
94,"Feller, Sebastien",FRA,2658
95,"Lautier, Joel",FRA,2658
96,"Seirawan, Yasser",USA,2658
97,"Lupulescu, Constantin",ROU,2657
98,"Iturrizaga, Eduardo",VEN,2656
99,"Ni, Hua",CHN,2656
100,"Bartel, Mateusz",POL,2653
