rank,name,fed,rating
1,"Kasparov, Garry",URS,2750
2,"Karpov, Anatoly",URS,2715
3,"Timman, Jan H.",NED,2675
4,"Beliavsky, Alexander G.",URS,2645
5,"Kortschnoj, Viktor",SUI,2640
6,"Nikolic, Predrag",YUG,2630
7,"Short, Nigel D.",ENG,2630
8,"Tal, Mikhail N.",URS,2630
9,"Gurevich, Mikhail",URS,2625
10,"Speelman, Jonathan S.",ENG,2625
11,"Vaganian, Rafael A.",URS,2625
12,"Ribli, Zoltan",HUN,2620
13,"Yusupov, Artur",URS,2620
14,"Nunn, John D. M.",ENG,2615
15,"Ljubojevic, Ljubomir",YUG,2610
16,"Portisch, Lajos",HUN,2610
17,"Sax, Gyula",HUN,2610
18,"Andersson, Ulf",SWE,2605
19,"Georgiev, Kiril",BUL,2595
20,"Gulko, Boris F.",USA,2595
21,"Huebner, Robert",GER,2595
22,"Salov, Valery",URS,2595
23,"Seirawan, Yasser",USA,2595
24,"Sokolov, Andrei",URS,2595
25,"Chandler, Murray G.",ENG,2590
26,"Hjartarson, Johann",ISL,2590
27,"Hort, Vlastimil",GER,2590
28,"Ehlvest, Jaan",URS,2585
29,"Spraggett, Kevin",CAN,2580
30,"Boensch, Uwe",GDR,2575
31,"Christiansen, Larry M.",USA,2575
32,"Polugaevsky, Lev",URS,2575
33,"Eingorn, Vereslav S.",URS,2570
34,"Ftacnik, Lubomir",CSR,2570
35,"Larsen, Bent",DEN,2570
36,"Pinter, Jozsef",HUN,2570
37,"Popovic, Petar",YUG,2570
38,"Romanishin, Oleg M.",URS,2570
39,"Tukmakov, Vladimir B.",URS,2570
40,"Benjamin, Joel",USA,2565
41,"Dolmatov, Sergey",URS,2565
42,"Spassky, Boris V.",FRA,2565
43,"Agdestein, Simen",NOR,2560
44,"Chernin, Alexander",URS,2560
45,"Chiburdanidze, Maia",URS,2560
46,"Fedorowicz, John P.",USA,2560
47,"Hansen, Curt",DEN,2560
48,"Kavalek, Lubomir",USA,2560
49,"Nogueiras, Jesus",CUB,2560
50,"Balashov, Yuri S.",URS,2555
51,"Bareev, Evgeny",URS,2555
52,"Kudrin, Sergey",USA,2555
53,"Lputian, Smbat G.",URS,2555
54,"Rohde, Michael A.",USA,2555
55,"Van der Wiel, John T. H.",NED,2555
56,"Dlugy, Maxim",USA,2550
57,"Gruenfeld, Yehuda",ISR,2550
58,"Psakhis, Lev",URS,2550
59,"Smyslov, Vassily",URS,2550
60,"Suba, Mihai",ROM,2550
61,"Velimirovic, Dragoljub",YUG,2550
62,"Gavrikov, Viktor",URS,2545
63,"Sokolov, Ivan",YUG,2545
64,"Torre, Eugenio",PHI,2545
65,"Adorjan, Andras",HUN,2540
66,"Azmaiparashvili, Zurab",URS,2540
67,"Campora, Daniel H.",ARG,2540
68,"Granda Zuniga, Julio E.",PER,2540
69,"Lau, Ralf",GER,2540
70,"Miles, Anthony J.",USA,2540
71,"Petursson, Margeir",ISL,2540
72,"Rodriguez, Amador",CUB,2540
73,"Smagin, Sergey",URS,2540
74,"Vyzmanavin, Alexey",URS,2540
75,"Alburt, Lev O.",USA,2535
76,"Gheorghiu, Florin",ROM,2535
77,"Ivanchuk, Vassily",URS,2535
78,"Morovic Fernandez, Ivan",CHI,2535
79,"Murrey, Jacob",FRA,2535
80,"Sosonko, Gennadi",NED,2535
81,"Watson, William N.",ENG,2535
82,"Wilder, Michael",USA,2535
83,"Browne, Walter S.",USA,2530
84,"Cifuentes Parada, Roberto",CHI,2530
85,"Dzindzichashvili, Roman",USA,2530
86,"Ivanovic, Bozidar",YUG,2530
87,"Wolff, Patrick G.",USA,2530
88,"Adianto, Utut",INA,2525
89,"Damljanovic, Branko",YUG,2525
90,"Knaak, Rainer",GDR,2525
91,"Pigusov, Evgeny",URS,2525
92,"Razuvaev, Yuri S.",URS,2525
93,"Tarjan, James E.",USA,2525
94,"Vladimirov, Evgeny",URS,2525
95,"Anand, Viswanathan",IND,2520
96,"Barlov, Dragan",YUG,2520
97,"Cvitan, Ognjen",YUG,2520
98,"Dorfman, Josif D.",URS,2520
99,"Rogers, Ian",AUS,2520
100,"Cebalo, Miso",YUG,2515
