rank,name,fed,rating
1,"Soozankar, A.M.",IRI,36
2,"Sienczewski, Zbigniew",POL,34
3,"Brizuela Abreu, Reivis Gabriel",VEN,32
4,"Patrinos, Ilias",GRE,30
5,"Shkurkin, Andrey",RUS,30
6,"Varga, Zoltan",HUN,30
7,"Bodenshtein, Yair",ISR,28
8,"Fernandez Mayola, Reynold Rafael",CUB,28
9,"Pourramezanali, Amirreza",IRI,28
10,"Vezzosi, Paolo",ITA,28
11,"Alvarez Fernandez, Carlos Rene",CUB,27
12,"Gascon Del Nogal, Jose Rafael",VEN,27
13,"Golubev, Roman",UZB,27
14,"Hambleton, Aman",CAN,27
15,"Munkhgal, Gombosuren",MGL,27
16,"Nguyen, Duc Hoa",VIE,27
17,"Palencia, Wilson",COL,27
18,"Ranby, Hans",SWE,27
19,"Schebler, Gerhard",GER,27
20,"Tchifteyan, Philippe",FRA,27
21,"Zubarev, Alexander",RUS,27
22,"Zubarev, Alexander",UKR,27
23,"Joie, Sebastien",FRA,26
24,"Lim, Kian Hwa",MAS,26
25,"Naumkin, Igor",RUS,26
26,Sai Kiran Y,IND,26
27,"Sandberg, Philip",SWE,26
28,Shyam Kumar M,IND,26
29,"Sideris, Theodoros",GRE,26
30,"Slesareva, Miraslava",RUS,26
31,"Zelcic, Robert",CRO,26
32,"Alikulov, Elbek",UZB,25
33,Bala Kannamma P,IND,25
34,"Cori Quispe, Kevin",PER,25
35,"Fercec, Nenad",CRO,25
36,"Freitas, Remulo Aguiar",BRA,25
37,Pankaj Sindhu,IND,25
38,"Terry, Renato",PER,25
39,"Vasiliev, Semen B.",RUS,25
40,"Zufic, Miroslav",CRO,25
41,"Barreto Junior, Williem Silva",BRA,24
42,"Bobadilla Viera, Jorge Samuel",VEN,24
43,"Felix Vega, Aurora Edith",PER,24
44,"Groisman, Anatoliy",RUS,24
45,"Ipatov, Alexander",TUR,24
46,"Khismatullin, Denis",RUS,24
47,"Lei, Tingjie",CHN,24
48,"Lenderman, Aleksandr",USA,24
49,"Oswaldo Valentin, Requejo Cotrin",PER,24
50,"Ram, S. Krishnan",IND,24
51,"Salvi, Michel",FRA,24
52,"Saranya, Y",IND,24
53,Shreya S Pillai,IND,24
54,"Solmajer, Luka",SLO,24
55,"Westerberg, Jonathan",SWE,24
56,Ambarish Sharma,IND,23
57,"Ambru, Dan-Calin",ROU,23
58,"Eunice, Hng Mei-Xian",SIN,23
59,"Galkin, Vladimir",RUS,23
60,Kalindi Vikash,IND,23
61,"Kedrov, Valery V.",RUS,23
62,"Khademi, Mohammad Miran",IRI,23
63,"Novikov, Konstantin",RUS,23
64,"Novikov, Sergey M.",RUS,23
65,"Puppi Lazo, Jorge Luis",PER,23
66,Rahul Bharadwaj B,IND,23
67,"Subramanian, T.V.",IND,23
68,Thaga Sheriff M,IND,23
69,"To, Nhat Minh",HUN,23
70,"Vazelakis, Dimitrios",GRE,23
71,"Barrenechea Bahamonde, Gustavo",ESP,22
72,"Cortes, Gabriel Novaes",BRA,22
73,"Czebe, Attila",HUN,22
74,"Dos Santos,Ravilon Aguiar",BRA,22
75,"Esen, Baris",TUR,22
76,"Firouzja, Alireza",IRI,22
77,"Gradenwitz, Oded",ISR,22
78,"Groszpeter, Attila",HUN,22
79,"Jarzebowski, Kacper",POL,22
80,"Kejzar, Petra",SLO,22
81,"Mamah, Isabelle",FRA,22
82,"Mari Ooriad, Pouya",IRI,22
83,"Ocantos, Manuel",LUX,22
84,"Pastore, Cosmas",ITA,22
85,"Porto, Isaac Silva",BRA,22
86,"Praczukowski, Stanislaw",POL,22
87,"Santiago Vilca, Christian Amilca",PER,22
88,Shah Jeet,IND,22
89,Sri Vineel S,IND,22
90,Srikrishnan P,IND,22
91,"Tapia Fuentes, Jaime",CHI,22
92,"Yakimenko, Andrey",RUS,22
93,"Aguilar, Victor",PER,21
94,"Alvarez Poves, Jesus",ESP,21
95,"Bagheri, Maziar",IRI,21
96,"Baroyan, Davit",FRA,21
97,"Condori Echevarria,Sebastian",PER,21
98,"Condori, Edwin",PER,21
99,"Darini, Pouria",IRI,21
100,Dave Sneh,IND,21
