rank,name,fed,rating
1,"Fischer, Robert James",USA,2780
2,"Kasparov, Garry",RUS,2775
3,"Kramnik, Vladimir",RUS,2775
4,"Karpov, Anatoly",RUS,2770
5,"Ivanchuk, Vassily",UKR,2735
6,"Kamsky, Gata",USA,2735
7,"Anand, Viswanathan",IND,2725
8,"Gelfand, Boris",BLR,2700
9,"Topalov, Veselin",BUL,2700
10,"Shirov, Alexei",ESP,2690
11,"Polgar, Judit",HUN,2675
12,"Dreev, Alexey",RUS,2670
13,"Salov, Valery",RUS,2670
14,"Short, Nigel D.",ENG,2665
15,"Sokolov, Ivan",BIH,2665
16,"Adams, Michael",ENG,2660
17,"Azmaiparashvili, Zurab",BIH,2660
18,"Ehlvest, Jaan",EST,2660
19,"Yusupov, Artur",GER,2655
20,"Almasi, Zoltan",HUN,2650
21,"Hracek, Zbynek",CZE,2650
22,"Khalifman, Alexander",RUS,2650
23,"Bareev, Evgeny",RUS,2645
24,"Epishin, Vladimir",RUS,2645
25,"Kortschnoj, Viktor",SUI,2645
26,"Nikolic, Predrag",BIH,2645
27,"Oll, Lembit",EST,2640
28,"Glek, Igor V.",RUS,2635
29,"Huebner, Robert",GER,2635
30,"Illescas Cordoba, Miguel",ESP,2635
31,"Miles, Anthony J.",ENG,2635
32,"Yudasin, Leonid",ISR,2635
33,"Andersson, Ulf",SWE,2630
34,"Lautier, Joel",FRA,2630
35,"Seirawan, Yasser",USA,2630
36,"Svidler, Peter",RUS,2630
37,"Leko, Peter",HUN,2625
38,"Morozevich, Alexander",RUS,2625
39,"Speelman, Jonathan S.",ENG,2625
40,"Tiviakov, Sergei",RUS,2625
41,"Akopian, Vladimir",ARM,2620
42,"Timman, Jan H.",NED,2620
43,"Beliavsky, Alexander G.",SLO,2615
44,"Dautov, Rustem",GER,2615
45,"Georgiev, Kiril",BUL,2615
46,"Gulko, Boris F.",USA,2615
47,"Hansen, Curt",DEN,2615
48,"Hodgson, Julian M.",ENG,2615
49,"Smirin, Ilia",ISR,2615
50,"Vaganian, Rafael A.",ARM,2615
51,"Adianto, Utut",INA,2610
52,"Dolmatov, Sergey",RUS,2610
53,"Kotronias, Vasilios",GRE,2610
54,"Krasenkow, Michal",POL,2610
55,"Psakhis, Lev",ISR,2610
56,"Rublevsky, Sergei",RUS,2610
57,"Vyzmanavin, Alexey",RUS,2610
58,"Gavrikov, Viktor",SUI,2605
59,"Kaidanov, Gregory S.",USA,2605
60,"Nunn, John D. M.",ENG,2605
61,"Rozentalis, Eduardas",LTU,2605
62,"Goldin, Alexander",RUS,2600
63,"Granda Zuniga, Julio E.",PER,2600
64,"Ljubojevic, Ljubomir",YUG,2600
65,"Sadler, Matthew",ENG,2600
66,"Tkachiev, Vladislav",KAZ,2600
67,"Chernin, Alexander",HUN,2595
68,"De Firmian, Nick E.",USA,2595
69,"Lerner, Konstantin Z.",UKR,2595
70,"Nenashev, Alexander",UZB,2595
71,"Portisch, Lajos",HUN,2595
72,"Tukmakov, Vladimir B.",UKR,2595
73,"Bologan, Viorel",MDA,2590
74,"Giorgadze, Giorgi",GEO,2590
75,"Gurevich, Mikhail",BEL,2590
76,"Korneev, Oleg",RUS,2590
77,"Lobron, Eric",GER,2590
78,"Novikov, Igor A.",UKR,2590
79,"Ribli, Zoltan",HUN,2590
80,"Romanishin, Oleg M.",UKR,2590
81,"Smagin, Sergey",RUS,2590
82,"Agdestein, Simen",NOR,2585
83,"Alterman, Boris",ISR,2585
84,"Dvoirys, Semen I.",RUS,2585
85,"Ftacnik, Lubomir",SVK,2585
86,"Hellers, Ferdinand",SWE,2585
87,"Malaniuk, Vladimir P.",UKR,2585
88,"Milov, Vadim",ISR,2585
89,"Petursson, Margeir",ISL,2585
90,"Polugaevsky, Lev",RUS,2585
91,"Savchenko, Stanislav",UKR,2585
92,"Vladimirov, Evgeny",KAZ,2585
93,"Zvjaginsev, Vadim",RUS,2585
94,"Christiansen, Larry M.",USA,2580
95,"Dokhoian, Yury",RUS,2580
96,"Dorfman, Josif D.",FRA,2580
97,"Eingorn, Vereslav S.",UKR,2580
98,"Hickl, Joerg",GER,2580
99,"Kosashvili, Yona",ISR,2580
100,"Kozul, Zdenko",CRO,2580
