rank,name,fed,rating
1,"Carlsen, Magnus",NOR,2837
2,"Kasparov, Garry",RUS,2812
3,"Aronian, Levon",ARM,2801
4,"Caruana, Fabiano",USA,2799
5,"Mamedyarov, Shakhriyar",AZE,2799
6,"Vachier-Lagrave, Maxime",FRA,2796
7,"So, Wesley",USA,2788
8,"Kramnik, Vladimir",RUS,2787
9,"Anand, Viswanathan",IND,2782
10,"Grischuk, Alexander",RUS,2782
11,"Nakamura, Hikaru",USA,2780
12,"Ding, Liren",CHN,2774
13,"Svidler, Peter",RUS,2763
14,"Giri, Anish",NED,2762
15,"Karjakin, Sergey",RUS,2760
16,"Topalov, Veselin",FID,2749
17,"Yu, Yangyi",CHN,2746
18,"Li, Chao b",CHN,2741
19,"Radjabov, Teimour",AZE,2741
20,"Wojtaszek, Radoslaw",POL,2741
21,"Dominguez Perez, Leinier",CUB,2739
22,"Wei, Yi",CHN,2739
23,"Harikrishna, P.",IND,2738
24,"Matlakov, Maxim",RUS,2738
25,"Le, Quang Liem",VIE,2737
26,"Navara, David",CZE,2732
27,"Nepomniachtchi, Ian",RUS,2732
28,"Bu, Xiangzhi",CHN,2730
29,"Ivanchuk, Vassily",UKR,2729
30,"Bacrot, Etienne",FRA,2727
31,"Adams, Michael",ENG,2721
32,"Jakovenko, Dmitry",RUS,2721
33,"Vidit, Santosh Gujrathi",IND,2721
34,"Vitiugov, Nikita",RUS,2721
35,"Gelfand, Boris",ISR,2719
36,"Fedoseev, Vladimir",RUS,2718
37,"Andreikin, Dmitry",RUS,2713
38,"Jobava, Baadur",GEO,2712
39,"Cheparinov, Ivan",FID,2710
40,"Duda, Jan-Krzysztof",POL,2710
41,"Eljanov, Pavel",UKR,2707
42,"Wang, Hao",CHN,2706
43,"Vallejo Pons, Francisco",ESP,2705
44,"Tomashevsky, Evgeny",RUS,2702
45,"Amin, Bassem",EGY,2700
46,"Naiditsch, Arkadij",AZE,2700
47,"Artemiev, Vladislav",RUS,2696
48,"Najer, Evgeniy",RUS,2693
49,"Rapport, Richard",HUN,2692
50,"Kryvoruchko, Yuriy",UKR,2691
51,"Kuzubov, Yuriy",UKR,2690
52,"Malakhov, Vladimir",RUS,2690
53,"Sutovsky, Emil",ISR,2689
54,"Wang, Yue",CHN,2689
55,"Rodshtein, Maxim",ISR,2688
56,"Ponomariov, Ruslan",UKR,2687
57,"Sadler, Matthew D",ENG,2687
58,"Short, Nigel D",ENG,2687
59,"Mamedov, Rauf",AZE,2686
60,"Almasi, Zoltan",HUN,2685
61,"Howell, David W L",ENG,2685
62,"Kasimdzhanov, Rustam",UZB,2685
63,"Inarkiev, Ernesto",RUS,2683
64,"Rublevsky, Sergei",RUS,2683
65,"Onischuk, Alexander",USA,2681
66,"Hou, Yifan",CHN,2680
67,"Leko, Peter",HUN,2680
68,"Dubov, Daniil",RUS,2677
69,"Kamsky, Gata",USA,2677
70,"Kravtsiv, Martyn",UKR,2677
71,"Sasikiran, Krishnan",IND,2677
72,"Motylev, Alexander",RUS,2675
73,"Polgar, Judit",HUN,2675
74,"Gyimesi, Zoltan",HUN,2674
75,"Moiseenko, Alexander",UKR,2674
76,"Ni, Hua",CHN,2674
77,"Nisipeanu, Liviu-Dieter",GER,2673
78,"Akopian, Vladimir",ARM,2667
79,"Fressinet, Laurent",FRA,2667
80,"Movsesian, Sergei",ARM,2667
81,"Bareev, Evgeny",CAN,2666
82,"Iturrizaga Bonelli, Eduardo",VEN,2665
83,"Morozevich, Alexander",RUS,2665
84,"Kovalyov, Anton",CAN,2664
85,"Shankland, Samuel",USA,2662
86,"Bruzon Batista, Lazaro",CUB,2661
87,"Nabaty, Tamir",ISR,2661
88,"Saric, Ivan",CRO,2661
89,"Tkachiev, Vladislav",FRA,2660
90,"Ipatov, Alexander",TUR,2659
91,"Jones, Gawain C B",ENG,2659
92,"Krasenkow, Michal",POL,2659
93,"Rakhmanov, Aleksandr",RUS,2659
94,"Lautier, Joel",FRA,2658
95,"Cori, Jorge",PER,2657
96,"Grachev, Boris",RUS,2657
97,"Demchenko, Anton",RUS,2656
98,"Grandelius, Nils",SWE,2656
99,"Laznicka, Viktor",CZE,2656
100,"Negi, Parimarjan",IND,2656
