rank,name,fed,rating
1,"Carlsen, Magnus",NO,2840
2,"Nakamura, Hikaru",US,2810
3,"Caruana, Fabiano",US,2795
4,"Keymer, Vincent",DE,2776
5,Erigaisi Arjun,IN,2775
6,"Giri, Anish",NL,2760
7,"Firouzja, Alireza",FR,2759
8,Praggnanandhaa R,IN,2758
9,Gukesh D,IN,2754
10,"Wei, Yi",CN,2754
11,"So, Wesley",US,2753
12,"Abdusattorov, Nodirbek",UZ,2751
13,"Anand, Viswanathan",IN,2743
14,"Duda, Jan-Krzysztof",PL,2739
15,"Dominguez Perez, Leinier",US,2738
16,"Rapport, Richard",HU,2738
17,Le Quang Liem,VN,2731
18,"Aronian, Levon",US,2729
19,"Mamedyarov, Shakhriyar",AZ,2727
20,"Sindarov, Javokhir",UZ,2726
21,"Niemann, Hans Moke",US,2725
22,"Nepomniachtchi, Ian",RU,2723
23,"Vachier-Lagrave, Maxime",FR,2720
24,"Liang, Awonder",US,2719
25,"Yu, Yangyi",CN,2717
26,Nihal Sarin,IN,2716
27,"Andreikin, Dmitry",FF,2710
28,"Maghsoodloo, Parham",IR,2708
29,"Vidit, Santosh Gujrathi",IN,2708
30,"Van Foreest, Jorden",NL,2705
31,"Fedoseev, Vladimir",SI,2704
32,"Aravindh, Chithambaram VR.",IN,2700
33,"Tabatabaei, M. Amin",IR,2700
34,"Esipenko, Andrey",RU,2698
35,"Radjabov, Teimour",AZ,2692
36,"Yakubboev, Nodirbek",UZ,2691
37,"Sevian, Samuel",US,2688
38,"Wang, Hao",CN,2684
39,"Bluebaum, Matthias",DE,2684
40,"Sarana, Alexey",RS,2683
41,"Kovalenko, Igor",UA,2682
42,"Svidler, Peter",FF,2682
43,"Harikrishna, Pentala",IN,2676
44,"Leko, Peter",HU,2676
45,"Dubov, Daniil",RU,2672
46,"Erdogmus, Yagiz Kaan",TR,2669
47,"Wojtaszek, Radoslaw",PL,2669
48,"Kasimdzhanov, Rustam",UZ,2668
49,"Howell, David W L",EN,2668
50,"Vitiugov, Nikita",EN,2667
51,"Bu, Xiangzhi",CN,2666
52,"Anton Guijarro, David",ES,2666
53,"Grandelius, Nils",SE,2664
54,Christiansen J,NO,2659
55,"Sargsyan, Shant",AM,2659
56,"Oparin, Grigoriy",US,2658
57,"Martinez Alcantara, Jose Eduardo",MX,2656
58,"Nguyen, Thai Dai Van",CZ,2656
59,"Xiong, Jeffery",US,2656
60,"Donchenko, Alexander",DE,2655
61,"Eljanov, Pavel",UA,2655
62,"Saric, Ivan",HR,2655
63,"Inarkiev, Ernesto",RU,2653
64,"Morozevich, Alexander",RU,2653
65,"Gledura, Benjamin",HU,2652
66,"Deac, Bogdan-Daniel",RO,2652
67,"Murzin, Volodar",FF,2652
68,"Shankland, Sam",US,2651
69,"Robson, Ray",US,2650
70,"Alekseenko, Kirill",AT,2648
71,"Karthikeyan, Murali",IN,2648
72,"Svane, Frederik",DE,2645
73,"Grischuk, Alexander",RU,2645
74,"Gurel, Ediz",TR,2645
75,"Mamedov, Rauf",AZ,2645
76,"Maroroa Jones, Gawain C B",EN,2645
77,"Safarli, Eltaj",AZ,2644
78,"Vallejo Pons, Francisco",ES,2644
79,"Vokhidov, Shamsiddin",UZ,2644
80,"Tari, Aryan",NO,2642
81,"Lu, Shanglei",CN,2642
82,"Artemiev, Vladislav",RU,2641
83,"Pranav, V",IN,2641
84,"Theodorou, Nikolas",GR,2639
85,"Sadhwani, Raunak",IN,2638
86,"Salem, A.R. Saleh",AE,2635
87,"Chigaev, Maksim",ES,2634
88,"L'Ami, Erwin",NL,2632
89,Aryan Chopra,IN,2631
90,"Ponomariov, Ruslan",UA,2631
91,"Adams, Michael",EN,2629
92,"Bacrot, Etienne",FR,2629
93,"Bjerre, Jonas Buhl",DK,2629
94,"Van Wely, Loek",NL,2629
95,"Gelfand, Boris",IL,2629
96,"Mishra, Abhimanyu",US,2629
97,"Navara, David",CZ,2628
98,"Volokitin, Andrei",UA,2628
99,"Suleymanli, Aydin",AZ,2628
100,Pranesh M,IN,2627
