rank,name,fed,rating
1,"Carlsen, Magnus",NOR,2882
2,"Caruana, Fabiano",USA,2818
3,"Kasparov, Garry",RUS,2812
4,"Ding, Liren",CHN,2805
5,"Giri, Anish",NED,2779
6,"Vachier-Lagrave, Maxime",FRA,2778
7,"So, Wesley",USA,2776
8,"Nepomniachtchi, Ian",RUS,2774
9,"Aronian, Levon",ARM,2765
10,"Mamedyarov, Shakhriyar",AZE,2764
11,"Dominguez Perez, Leinier",USA,2763
12,"Grischuk, Alexander",RUS,2759
13,"Radjabov, Teimour",AZE,2758
14,"Artemiev, Vladislav",RUS,2757
15,"Anand, Viswanathan",IND,2756
16,"Kramnik, Vladimir",RUS,2753
17,"Yu, Yangyi",CHN,2752
18,"Karjakin, Sergey",RUS,2750
19,"Rapport, Richard",HUN,2747
20,"Andreikin, Dmitry",RUS,2743
21,"Nakamura, Hikaru",USA,2743
22,"Wojtaszek, Radoslaw",POL,2739
23,"Harikrishna, Pentala",IND,2738
24,"Topalov, Veselin",BUL,2736
25,"Duda, Jan-Krzysztof",POL,2730
26,"Svidler, Peter",RUS,2729
27,"Vitiugov, Nikita",RUS,2728
28,"Wei, Yi",CHN,2727
29,"Le, Quang Liem",VIE,2726
30,"Navara, David",CZE,2724
31,"Bu, Xiangzhi",CHN,2721
32,"Wang, Hao",CHN,2720
33,"Shankland, Sam",USA,2713
34,"Matlakov, Maxim",RUS,2710
35,"Tomashevsky, Evgeny",RUS,2706
36,"Vidit, Santosh Gujrathi",IND,2705
37,"Jakovenko, Dmitry",RUS,2704
38,"Xiong, Jeffery",USA,2703
39,"Firouzja, Alireza",IRI,2702
40,"Dubov, Daniil",RUS,2699
41,"Howell, David W L",ENG,2697
42,"Li, Chao b",CHN,2697
43,"Amin, Bassem",EGY,2692
44,"Jones, Gawain C B",ENG,2692
45,"Sadler, Matthew D",ENG,2692
46,"Grandelius, Nils",SWE,2691
47,"Adams, Michael",ENG,2690
48,"Sargissian, Gabriel",ARM,2690
49,"Almasi, Zoltan",HUN,2687
50,"Cori, Jorge",PER,2686
51,"Gelfand, Boris",ISR,2686
52,"Ivanchuk, Vassily",UKR,2686
53,"Kryvoruchko, Yuriy",UKR,2686
54,"Rausis, Igors",CZE,2685
55,"Rodshtein, Maxim",ISR,2684
56,"Ragger, Markus",AUT,2683
57,"Wang, Yue",CHN,2683
58,"Inarkiev, Ernesto",RUS,2682
59,"McShane, Luke J",ENG,2682
60,"Korobov, Anton",UKR,2679
61,"Anton Guijarro, David",ESP,2678
62,"Vallejo Pons, Francisco",ESP,2678
63,"Areshchenko, Alexander",UKR,2675
64,"Naiditsch, Arkadij",AZE,2675
65,"Polgar, Judit",HUN,2675
66,"Ponomariov, Ruslan",UKR,2675
67,"Sasikiran, Krishnan",IND,2675
68,"Gyimesi, Zoltan",HUN,2674
69,"Leko, Peter",HUN,2674
70,"Kamsky, Gata",USA,2673
71,"Nabaty, Tamir",ISR,2673
72,"Bacrot, Etienne",FRA,2671
73,"Fedoseev, Vladimir",RUS,2671
74,"Swiercz, Dariusz",USA,2670
75,"Alekseenko, Kirill",RUS,2668
76,"Motylev, Alexander",RUS,2668
77,"Ni, Hua",CHN,2668
78,"Salem, A.R. Saleh",UAE,2668
79,"Laznicka, Viktor",CZE,2667
80,"Berkes, Ferenc",HUN,2666
81,"Nisipeanu, Liviu-Dieter",GER,2666
82,"Nyzhnyk, Illya",UKR,2666
83,"Adhiban, B.",IND,2665
84,"Sevian, Samuel",USA,2665
85,"Cheparinov, Ivan",GEO,2663
86,"Eljanov, Pavel",UKR,2663
87,"Malakhov, Vladimir",RUS,2663
88,"Dreev, Aleksey",RUS,2662
89,"Sjugirov, Sanan",RUS,2662
90,"Melkumyan, Hrant",ARM,2661
91,"Piorun, Kacper",POL,2660
92,"Saric, Ivan",CRO,2660
93,"Tkachiev, Vladislav",FRA,2660
94,"Hou, Yifan",CHN,2659
95,"Morozevich, Alexander",RUS,2659
96,"Lautier, Joel",FRA,2658
97,"Shirov, Alexei",ESP,2658
98,"Van Kampen, Robin",NED,2658
99,"Kasimdzhanov, Rustam",UZB,2657
100,"Maghsoodloo, Parham",IRI,2656
