rank,name,fed,rating
1,"Carlsen, Magnus",NO,2847
2,"Caruana, Fabiano",US,2806
3,"Ding, Liren",CN,2799
4,"Nepomniachtchi, Ian",RU,2792
5,"Aronian, Levon",AM,2782
6,"Mamedyarov, Shakhriyar",AZ,2782
7,"Grischuk, Alexander",RU,2778
8,"Giri, Anish",NL,2776
9,"So, Wesley",US,2772
10,"Radjabov, Teimour",AZ,2763
11,"Rapport, Richard",HU,2763
12,"Firouzja, Alireza",FR,2759
13,"Dominguez Perez, Leinier",US,2758
14,"Karjakin, Sergey",RU,2757
15,"Anand, Viswanathan",IN,2753
16,"Vachier-Lagrave, Maxime",FR,2751
17,"Wang, Hao",CN,2744
18,"Duda, Jan-Krzysztof",PL,2738
19,"Nakamura, Hikaru",US,2736
20,"Topalov, Veselin",BG,2730
21,"Harikrishna, Pentala",IN,2730
22,"Vidit, Santosh Gujrathi",IN,2726
23,"Wei, Yi",CN,2725
24,"Andreikin, Dmitry",RU,2724
25,"Vitiugov, Nikita",RU,2724
26,"Adams, Michael",EN,2716
27,"Esipenko, Andrey",RU,2716
28,"Dubov, Daniil",RU,2714
29,"Svidler, Peter",RU,2714
30,"Xiong, Jeffery",US,2710
31,"Vallejo Pons, Francisco",ES,2710
32,Le Quang Liem,VN,2709
33,"Shankland, Sam",US,2709
34,"Tomashevsky, Evgeny",RU,2706
35,"Bu, Xiangzhi",CN,2705
36,"Yu, Yangyi",CN,2705
37,"Artemiev, Vladislav",RU,2704
38,"Alekseenko, Kirill",RU,2703
39,"Amin, Bassem",EG,2703
40,"Fedoseev, Vladimir",RU,2700
41,"Kryvoruchko, Yuriy",UA,2699
42,"Van Foreest, Jorden",NL,2698
43,"Maghsoodloo, Parham",IR,2698
44,"Sadler, Matthew",EN,2694
45,"Wojtaszek, Radoslaw",PL,2691
46,"Almasi, Zoltan",HU,2687
47,"Areshchenko, Alexander",UA,2687
48,"Ragger, Markus",AT,2685
49,"Maroroa Jones, Gawain C B",EN,2684
50,"Jakovenko, Dmitry",RU,2684
51,"Korobov, Anton",UA,2683
52,"Li, Chao b",CN,2683
53,"Salem, A.R. Saleh",AE,2682
54,"Sargissian, Gabriel",AM,2682
55,"Matlakov, Maxim",RU,2680
56,"Ivanchuk, Vasyl",UA,2678
57,"Eljanov, Pavel",UA,2677
58,"Nyzhnyk, Illya",UA,2676
59,"Gelfand, Boris",IL,2675
60,"Navara, David",CZ,2675
61,"Bluebaum, Matthias",DE,2674
62,"McShane, Luke J",EN,2674
63,"Predke, Alexandr",RU,2673
64,"Berkes, Ferenc",HU,2673
65,"Robson, Ray",US,2673
66,"Bacrot, Etienne",FR,2672
67,"Nisipeanu, Liviu-Dieter",DE,2671
68,"Wang, Yue",CN,2669
69,"Ni, Hua",CN,2667
70,"Grandelius, Nils",SE,2666
71,"Malakhov, Vladimir",RU,2666
72,"Guseinov, Gadir",AZ,2665
73,"Naiditsch, Arkadij",AZ,2663
74,"Inarkiev, Ernesto",RU,2663
75,"Leko, Peter",HU,2663
76,"Shirov, Alexei",ES,2662
77,"Kasimdzhanov, Rustam",UZ,2661
78,"Sjugirov, Sanan",RU,2661
79,"Adhiban, B.",IN,2660
80,"Anton Guijarro, David",ES,2659
81,"Cheparinov, Ivan",BG,2659
82,"Lupulescu, Constantin",RO,2659
83,"Grigoryan, Karen H.",AM,2658
84,"Hou, Yifan",CN,2658
85,"Howell, David W L",EN,2658
86,"Donchenko, Alexander",DE,2657
87,"Abasov, Nijat",AZ,2656
88,Nihal Sarin,IN,2655
89,"Oparin, Grigoriy",RU,2655
90,"Swiercz, Dariusz",US,2655
91,"Mamedov, Rauf",AZ,2654
92,"Najer, Evgeniy",RU,2654
93,"Rakhmanov, Aleksandr",RU,2653
94,"Saric, Ivan",HR,2653
95,"Cori, Jorge",PE,2652
96,"Volokitin, Andrei",UA,2652
97,"Bauer, Christian",FR,2650
98,"Ponkratov, Pavel",RU,2650
99,"Kamsky, Gata",US,2649
100,"Melkumyan, Hrant",AM,2649
