rank,name,fed,rating
1,"Marchuk, Rostislav",RUS,43
2,"Nyland, Thomas",NOR,41
3,"AponteCastillo, Ernesto",COL,37
4,"Amina, Battsooj",MGL,36
5,"Enkhbat, Tsendragchaa",MGL,36
6,"Fang, Yuxiang",CHN,36
7,"Marholev, Dimitar",BUL,36
8,"Sredojevic, Ivan",SRB,36
9,"Lemoni, Maria - Ioanna",GRE,35
10,"Khudyakov, Alexander",RUS,34
11,"Schelkunov, Mikhail",RUS,34
12,"Bachmann, Axel",PAR,33
13,"Georgakopoulos, Nikolaos K.",GRE,33
14,"Henriquez Villagra, Cristobal",CHI,33
15,"Li, Ruifeng",USA,33
16,"Patrelakis, Evaggelos",GRE,33
17,"Vitsaxakis, Nikolaos",GRE,33
18,"Yao, Lan",CHN,32
19,"Avdochenko, Angelina",RUS,31
20,"Fidrilakis, Stavros",GRE,31
21,"Gholami Orimi, Mahdi",IRI,31
22,"Konstantinov, Aleksandar",MKD,31
23,"Krallis, Christos",GRE,31
24,"Li, Bo",CHN,31
25,"Liu, Zhaoqi",CHN,31
26,"Louka, Magdalini",GRE,31
27,"Molano Lafuente, Ismael",ESP,31
28,"Papadopoulos, Argirios",GRE,31
29,"Zhang, Xiaopeng",CHN,31
30,"Lebedev, Daniil",RUS,30
31,"Lopez de Turiso, Jose Angel",ESP,30
32,"Loskutova, Viktoriya",RUS,30
33,"Peng, Hongchi",CHN,30
34,"Xiang, Zeyu",CHN,30
35,"Chatalbashev, Boris",BUL,29
36,"Daurelle, Herve",FRA,29
37,"Pugachov, Ilia",UKR,29
38,"Tomic, Aleksandar",MNE,29
39,"Yandemirov, Valeri",RUS,29
40,"Zhang, Ziji",CHN,29
41,"Anagnostopoulos, Konstantinos",GRE,28
42,"Androutsopoulos-Agiotatos, Vasil",GRE,28
43,"Gonzalez Perez, Arian",FID,28
44,"Iljin, Timofey",UKR,28
45,"Kosic, Dragan",MNE,28
46,"Larino Nieto, David",ESP,28
47,"Maghsoudloo, Amir Ali",IRI,28
48,"Markidis, Konstantinos",GRE,28
49,"Matviishen, Viktor",UKR,28
50,"Monduk, Ferenc",HUN,28
51,"Nevednichy, Vladislav",ROU,28
52,"Nie, Xinyang",CHN,28
53,"Nikolakopoulou, Eleni",GRE,28
54,"Peng, Shunkai",CHN,28
55,"Stremavicius, Titas",LTU,28
56,"Aguero Jimenez, Luis Lazaro",CUB,27
57,"Ahmed, Shafiq",BAN,27
58,"Alaz, Ahmet Efekan",TUR,27
59,"Anton Quevedo, Andrea",ESP,27
60,Arjun K,IND,27
61,"Atalik, Suat",TUR,27
62,"Beletsky, Alexey",RUS,27
63,"Chekletsov, Ilya",RUS,27
64,"Cruz, Filemon",PER,27
65,"Dahale, Atul",IND,27
66,"Del Rio De Angelis, Salvador G.",ESP,27
67,"Dimitrov, Vladimir",BUL,27
68,"Djordjevic, Vuk",SRB,27
69,"Elizondo Marquet, Juan Marcos",ESP,27
70,"Enkhtuul, Altan-Ulzii",MGL,27
71,"Ererdem, Gani Eren",TUR,27
72,"Garbowski, Jakub",POL,27
73,"Ghaem Maghami, Ehsan",IRI,27
74,"Goluch, Piotr",POL,27
75,"Gomez Garrido, Camilo Ernesto",CUB,27
76,"Grishchenko, Sergey",RUS,27
77,Hemanth Raam,IND,27
78,"Himanshu, Sharma",IND,27
79,Hiren K G,IND,27
80,"Hrymowicz, Artur",POL,27
81,"Iatros, Aristidis",GRE,27
82,"Jalali, Parima",IRI,27
83,Jayakumaar S,IND,27
84,"Karthikeyan, Murali",IND,27
85,"Kocyigit, Buse Naz",TUR,27
86,Manu David Suthandram R,IND,27
87,"Markovic, Miroslav",SRB,27
88,"Mozharov, Mikhail",RUS,27
89,"Nestorovic, Lazar",SRB,27
90,"Obodchuk, Andrei",RUS,27
91,Ojas Kulkarni,IND,27
92,"Oliva Castaneda, Kevel",CUB,27
93,"Ortega Amarelle, Mariano",CUB,27
94,"Pak, Yevgeniy",KAZ,27
95,"Palacios Pena, Gerardo",ESP,27
96,"Patil, Pratik",IND,27
97,"Perez Garcia, Adria",ESP,27
98,Prasannaa.s,IND,27
99,"Raghunandan, Kaumandur Srihari",IND,27
100,"Rathanvel, V S",IND,27
