rank,name,fed,rating
1,"Sienczewski, Zbigniew",POL,39
2,"Patrinos, Ilias",GRE,37
3,Sankalp Gupta,IND,37
4,"Drazic, Sinisa",SRB,35
5,"Molano Lafuente, Ismael",ESP,34
6,Sathya Naarayanan S,IND,34
7,"Tirelli, Mauro",ITA,33
8,"Aczel, Gergely",HUN,31
9,"Villar Reymundo, Juan Antonio",PER,31
10,"Sideris, Theodoros",GRE,30
11,"Vargas Drechsler, Carlos",ESP,30
12,"Akash Pc, Iyer",IND,29
13,"Colom Andres, Xavier",ESP,29
14,"Grigoryan, Karen H.",ARM,29
15,"Liang, Awonder",USA,29
16,"Loaiza, Yurani",COL,29
17,Muthaiah AL,IND,29
18,"Ruiz Castillo, Joshua Daniel",COL,29
19,"Sammed Jaykumar,Shete",IND,29
20,Vantika Agrawal,IND,29
21,"Voon, Richard",AUS,29
22,"Adane,Narayani",IND,28
23,"Gandhi, Anish",IND,28
24,Kanishk S K,IND,28
25,"Li, Ruifeng",USA,28
26,"Nagy, Gabor",HUN,28
27,"Nikolaou, Georgios",GRE,28
28,"Nikolova, Adriana",BUL,28
29,"Nomin-Erdene, Davaademberel",MGL,28
30,"Wojcikiewicz, Dariusz",POL,28
31,"Albornoz Cabrera, Carlos Daniel",CUB,27
32,"Barros Rivadeneira, Cristhian",ECU,27
33,"Campos Jimenez, Augusto Cesar",CUB,27
34,"Costa Trave, Jaume",ESP,27
35,"Diaz Del Valle, Laura Beatriz",CUB,27
36,Garima Gaurav,IND,27
37,"Gomez Sanchez, Jorge Marcos",CUB,27
38,"Ismagilov, Igor",RUS,27
39,"Kolak, Tanya",AUS,27
40,"Lajthajm, Borko",SRB,27
41,"Lalic, Bogdan",CRO,27
42,"Lyell, Mark",ENG,27
43,"Matras, Ondrej",CZE,27
44,"Niemann, Hans M",USA,27
45,Sai Shravan R,IND,27
46,"Sapegin, Yaroslav",RUS,27
47,"Vallbona Domingo, Joan",ESP,27
48,Vardan Nagpal,IND,27
49,"Argote Heredia, Valentina",COL,26
50,"Artamonov, Valery",RUS,26
51,Borase Manoj,IND,26
52,"Brehaut, Diane",FRA,26
53,"Galunova, Tsveta",BUL,26
54,"Lagashin, Pavel",RUS,26
55,Neha Srinibash D,IND,26
56,"Petkov, Vladimir",BUL,26
57,"Priyadharshan, K.",IND,26
58,"Ramos Martin, Lisandra",CUB,26
59,Rohnit G Amin,IND,26
60,"Sredojevic, Ivan",SRB,26
61,"Trushnikov, Viacheslav",RUS,26
62,Vincent Alaina,IND,26
63,"Becerra, Juan David",COL,25
64,"Cespedes Llaverias, Llibert",ESP,25
65,"Chandra, Akshat",USA,25
66,"Damia, Angelo",ITA,25
67,Jadhav Rahul,IND,25
68,Kariya Mohak,IND,25
69,"Korpa, Bence",HUN,25
70,"Livaic, Leon",CRO,25
71,"Naumkin, Igor",RUS,25
72,"Pokhlebin, Sergej",RUS,25
73,"Quinonez Garcia, Santiago",COL,25
74,"Ramirez, Maria Eugenia",BOL,25
75,"Rueda Marquez, David J.",ESP,25
76,"Serrano Pertinez, Miquel",ESP,25
77,"Viveros, Erica Johana",COL,25
78,"Abarca Gonzalez, Damaris",CHI,24
79,"Aguilar, Pedro",BOL,24
80,"Beltran Ticona, David Salomon",BOL,24
81,"Caceres, Mayra",BOL,24
82,"Garcia Vega, Lenin",BOL,24
83,"Huanca Cuellar, Carlos Daniel",BOL,24
84,"Huanca Cuellar, Nicol Camila",BOL,24
85,Lasaroda Prince,IND,24
86,"Layme Garcia, Ivan Alejandro",BOL,24
87,"Munoz, Miguel",ESP,24
88,"Paehtz, Elisabeth",GER,24
89,"Prakhov, Nikolay",RUS,24
90,Priyanka Nutakki,IND,24
91,"Vestby-Ellingsen, Mads",NOR,24
92,"Aguilar, Luis Miguel",BOL,23
93,"Bezhenar, Georgy",RUS,23
94,"Doncev, Alexandr",MDA,23
95,"Gaisin, Gayaz",RUS,23
96,Harshita Guddanti,IND,23
97,"Haugaard, Thomas",DEN,23
98,"Ignatiadis, Konstantinos",GRE,23
99,"Jacobson, Aaron",USA,23
100,"Kvisla, Johannes Luangtep",NOR,23
