rank,name,fed,rating
1,"Carlsen, Magnus",NO,2862
2,"Caruana, Fabiano",US,2842
3,"Ding, Liren",CN,2805
4,"Grischuk, Alexander",RU,2777
5,"Nepomniachtchi, Ian",RU,2774
6,"Aronian, Levon",AM,2773
7,"So, Wesley",US,2770
8,"Vachier-Lagrave, Maxime",FR,2767
9,"Radjabov, Teimour",AZ,2765
10,"Mamedyarov, Shakhriyar",AZ,2764
11,"Giri, Anish",NL,2763
12,"Wang, Hao",CN,2762
13,"Rapport, Richard",HU,2760
14,"Dominguez Perez, Leinier",US,2758
15,"Duda, Jan-Krzysztof",PL,2753
16,"Anand, Viswanathan",IN,2753
17,"Karjakin, Sergey",RU,2752
18,"Nakamura, Hikaru",US,2736
19,"Topalov, Veselin",BG,2735
20,"Wei, Yi",CN,2732
21,"Firouzja, Alireza",FF,2728
22,"Vidit, Santosh Gujrathi",IN,2726
23,"Andreikin, Dmitry",RU,2726
24,"Svidler, Peter",RU,2723
25,"Vitiugov, Nikita",RU,2722
26,"Navara, David",CZ,2719
27,"Harikrishna, Pentala",IN,2719
28,"Wojtaszek, Radoslaw",PL,2719
29,"Artemiev, Vladislav",RU,2716
30,"Vallejo Pons, Francisco",ES,2710
31,Le Quang Liem,VN,2709
32,"Xiong, Jeffery",US,2709
33,"Yu, Yangyi",CN,2709
34,"Bu, Xiangzhi",CN,2705
35,"Anton Guijarro, David",ES,2703
36,"Adams, Michael",EN,2701
37,"Tomashevsky, Evgeny",RU,2701
38,"Dubov, Daniil",RU,2699
39,"Alekseenko, Kirill",RU,2698
40,"Sadler, Matthew",EN,2694
41,"Shankland, Sam",US,2691
42,"Korobov, Anton",UA,2688
43,"Almasi, Zoltan",HU,2687
44,"Cheparinov, Ivan",GE,2686
45,"Matlakov, Maxim",RU,2685
46,"Gelfand, Boris",IL,2685
47,"Jakovenko, Dmitry",RU,2684
48,"Predke, Alexandr",RU,2684
49,"Li, Chao b",CN,2683
50,"Sargissian, Gabriel",AM,2682
51,"Kryvoruchko, Yuriy",UA,2682
52,"Salem, A.R. Saleh",AE,2682
53,"Maroroa Jones, Gawain C B",EN,2678
54,"Ivanchuk, Vasyl",UA,2678
55,"Van Foreest, Jorden",NL,2678
56,"Fedoseev, Vladimir",RU,2678
57,"Areshchenko, Alexander",UA,2678
58,"Maghsoodloo, Parham",IR,2676
59,"Ragger, Markus",AT,2675
60,"Sjugirov, Sanan",RU,2675
61,"McShane, Luke J",EN,2675
62,"Kamsky, Gata",US,2674
63,"Bacrot, Etienne",FR,2673
64,"Robson, Ray",US,2673
65,"Esipenko, Andrey",RU,2672
66,"Eljanov, Pavel",UA,2672
67,"Malakhov, Vladimir",RU,2669
68,"Wang, Yue",CN,2669
69,"Amin, Bassem",EG,2667
70,"Ni, Hua",CN,2667
71,"Guseinov, Gadir",AZ,2665
72,"Nyzhnyk, Illya",UA,2665
73,"Abasov, Nijat",AZ,2664
74,"Shirov, Alexei",ES,2664
75,"Leko, Peter",HU,2663
76,"Melkumyan, Hrant",AM,2663
77,"Grigoryan, Karen H.",AM,2662
78,"Inarkiev, Ernesto",RU,2661
79,"Berkes, Ferenc",HU,2661
80,"Kasimdzhanov, Rustam",UZ,2661
81,"Najer, Evgeniy",RU,2661
82,"Sevian, Samuel",US,2660
83,"Adhiban, B.",IN,2659
84,"Morozevich, Alexander",RU,2659
85,"Lagarde, Maxime",FR,2658
86,"Hou, Yifan",CN,2658
87,"Nisipeanu, Liviu-Dieter",DE,2655
88,"Dreev, Aleksey",RU,2655
89,"Jumabayev, Rinat",KZ,2654
90,"Mamedov, Rauf",AZ,2654
91,"Paravyan, David",RU,2653
92,"Howell, David W L",EN,2653
93,"Sarana, Alexey",RU,2652
94,"Lupulescu, Constantin",RO,2652
95,"Volokitin, Andrei",UA,2652
96,"Cori, Jorge",PE,2652
97,"Oparin, Grigoriy",RU,2652
98,"Grandelius, Nils",SE,2651
99,"Rublevsky, Sergei",RU,2651
100,"Edouard, Romain",FR,2649
