rank,name,fed,rating
1,"Carlsen, Magnus",NOR,2842
2,"Caruana, Fabiano",USA,2822
3,"Kasparov, Garry",RUS,2812
4,"Mamedyarov, Shakhriyar",AZE,2801
5,"Ding, Liren",CHN,2797
6,"Kramnik, Vladimir",RUS,2792
7,"Giri, Anish",NED,2782
8,"So, Wesley",USA,2780
9,"Vachier-Lagrave, Maxime",FRA,2779
10,"Nakamura, Hikaru",USA,2777
11,"Karjakin, Sergey",RUS,2773
12,"Anand, Viswanathan",IND,2768
13,"Aronian, Levon",ARM,2767
14,"Grischuk, Alexander",RUS,2766
15,"Yu, Yangyi",CHN,2762
16,"Nepomniachtchi, Ian",RUS,2757
17,"Svidler, Peter",RUS,2753
18,"Radjabov, Teimour",AZE,2751
19,"Jakovenko, Dmitry",RUS,2749
20,"Topalov, Veselin",FID,2747
21,"Navara, David",CZE,2741
22,"Dominguez Perez, Leinier",CUB,2739
23,"Duda, Jan-Krzysztof",POL,2737
24,"Harikrishna, P.",IND,2734
25,"Vitiugov, Nikita",RUS,2734
26,"Wojtaszek, Radoslaw",POL,2733
27,"Wei, Yi",CHN,2729
28,"Le, Quang Liem",VIE,2728
29,"Shankland, Samuel",USA,2727
30,"Rapport, Richard",HUN,2719
31,"Vidit, Santosh Gujrathi",IND,2718
32,"Li, Chao b",CHN,2715
33,"Bu, Xiangzhi",CHN,2712
34,"Cheparinov, Ivan",GEO,2712
35,"Kryvoruchko, Yuriy",UKR,2711
36,"Wang, Hao",CHN,2711
37,"Bacrot, Etienne",FRA,2710
38,"Ivanchuk, Vassily",UKR,2710
39,"Mamedov, Rauf",AZE,2708
40,"Fedoseev, Vladimir",RUS,2707
41,"Vallejo Pons, Francisco",ESP,2707
42,"Adams, Michael",ENG,2706
43,"Eljanov, Pavel",UKR,2706
44,"Gelfand, Boris",ISR,2703
45,"Andreikin, Dmitry",RUS,2702
46,"Artemiev, Vladislav",RUS,2702
47,"Tomashevsky, Evgeny",RUS,2702
48,"Almasi, Zoltan",HUN,2699
49,"Naiditsch, Arkadij",AZE,2698
50,"Matlakov, Maxim",RUS,2694
51,"Sadler, Matthew D",ENG,2693
52,"Nabaty, Tamir",ISR,2692
53,"Dubov, Daniil",RUS,2691
54,"Leko, Peter",HUN,2691
55,"Saric, Ivan",CRO,2689
56,"Howell, David W L",ENG,2687
57,"Ponomariov, Ruslan",UKR,2686
58,"Malakhov, Vladimir",RUS,2685
59,"Ragger, Markus",AUT,2685
60,"Inarkiev, Ernesto",RUS,2684
61,"Sargissian, Gabriel",ARM,2680
62,"Amin, Bassem",EGY,2679
63,"Rodshtein, Maxim",ISR,2678
64,"Berkes, Ferenc",HUN,2676
65,"Kamsky, Gata",USA,2675
66,"Polgar, Judit",HUN,2675
67,"Gyimesi, Zoltan",HUN,2674
68,"Ni, Hua",CHN,2674
69,"Van Wely, Loek",NED,2674
70,"Wang, Yue",CHN,2673
71,"Nisipeanu, Liviu-Dieter",GER,2672
72,"Adhiban, B.",IND,2671
73,"Sjugirov, Sanan",RUS,2671
74,"Jones, Gawain C B",ENG,2670
75,"Melkumyan, Hrant",ARM,2670
76,"Robson, Ray",USA,2670
77,"Laznicka, Viktor",CZE,2669
78,"McShane, Luke J",ENG,2669
79,"Grandelius, Nils",SWE,2668
80,"Najer, Evgeniy",RUS,2668
81,"Safarli, Eltaj",AZE,2667
82,"Bareev, Evgeny",CAN,2666
83,"Sasikiran, Krishnan",IND,2666
84,"Cori, Jorge",PER,2664
85,"Demchenko, Anton",RUS,2664
86,"Korobov, Anton",UKR,2664
87,"Swiercz, Dariusz",POL,2663
88,"Kasimdzhanov, Rustam",UZB,2662
89,"Kuzubov, Yuriy",UKR,2660
90,"Tkachiev, Vladislav",FRA,2660
91,"Motylev, Alexander",RUS,2659
92,"Short, Nigel D",ENG,2659
93,"Hou, Yifan",CHN,2658
94,"Kovalyov, Anton",CAN,2658
95,"Lautier, Joel",FRA,2658
96,"Moiseenko, Alexander",UKR,2658
97,"Van Kampen, Robin",NED,2658
98,"Dreev, Aleksey",RUS,2657
99,"Sethuraman, S.P.",IND,2657
100,"Lenic, Luka",SLO,2656
