rank,name,fed,rating
1,"Carlsen, Magnus",NO,2861
2,"Ding, Liren",CN,2808
3,"Nepomniachtchi, Ian",RU,2792
4,"Firouzja, Alireza",FR,2778
5,"So, Wesley",US,2771
6,"Nakamura, Hikaru",US,2768
7,"Giri, Anish",NL,2764
8,"Aronian, Levon",US,2759
9,"Caruana, Fabiano",US,2758
10,"Mamedyarov, Shakhriyar",AZ,2757
11,"Vachier-Lagrave, Maxime",FR,2757
12,"Anand, Viswanathan",IN,2756
13,"Rapport, Richard",HU,2754
14,"Karjakin, Sergey",RU,2747
15,"Radjabov, Teimour",AZ,2747
16,"Dominguez Perez, Leinier",US,2745
17,"Grischuk, Alexander",RU,2745
18,"Duda, Jan-Krzysztof",PL,2731
19,"Andreikin, Dmitry",FF,2729
20,Le Quang Liem,VN,2728
21,"Topalov, Veselin",BG,2728
22,"Wei, Yi",CN,2727
23,Gukesh D,IN,2726
24,Erigaisi Arjun,IN,2725
25,"Wang, Hao",CN,2722
26,"Vitiugov, Nikita",FF,2722
27,"Maghsoodloo, Parham",IR,2721
28,"Yu, Yangyi",CN,2718
29,"Harikrishna, Pentala",IN,2716
30,"Abdusattorov, Nodirbek",UZ,2713
31,"Shankland, Sam",US,2712
32,"Sargissian, Gabriel",AM,2711
33,"Vallejo Pons, Francisco",ES,2711
34,"Deac, Bogdan-Daniel",RO,2710
35,"Vidit, Santosh Gujrathi",IN,2710
36,"Bu, Xiangzhi",CN,2709
37,"Alekseenko, Kirill",FF,2707
38,"Artemiev, Vladislav",RU,2706
39,"Sjugirov, Sanan",RU,2703
40,"Dubov, Daniil",RU,2702
41,"Tomashevsky, Evgeny",RU,2700
42,"Wojtaszek, Radoslaw",PL,2696
43,"Eljanov, Pavel",UA,2695
44,"Keymer, Vincent",DE,2693
45,"Van Foreest, Jorden",NL,2691
46,"Robson, Ray",US,2690
47,"Xiong, Jeffery",US,2690
48,"Adams, Michael",EN,2689
49,"Niemann, Hans Moke",US,2688
50,"Nyzhnyk, Illya",UA,2687
51,"Moussard, Jules",FR,2686
52,"Cheparinov, Ivan",BG,2686
53,"Fedoseev, Vladimir",FF,2685
54,"Sevian, Samuel",US,2684
55,"Oparin, Grigoriy",US,2683
56,"Svidler, Peter",RU,2683
57,"Jakovenko, Dmitry",RU,2682
58,"Navara, David",CZ,2681
59,"Santos Latasa, Jaime",ES,2680
60,"Predke, Alexandr",FF,2680
61,"Li, Chao b",CN,2679
62,"Esipenko, Andrey",FF,2678
63,Nihal Sarin,IN,2677
64,"Salem, A.R. Saleh",AE,2677
65,"Almasi, Zoltan",HU,2677
66,Praggnanandhaa R,IN,2676
67,"Najer, Evgeniy",RU,2676
68,"Kovalenko, Igor",UA,2674
69,"Shirov, Alexei",ES,2673
70,"Korobov, Anton",UA,2671
71,"Matlakov, Maxim",RU,2671
72,"Kasimdzhanov, Rustam",UZ,2670
73,"Kryvoruchko, Yuriy",UA,2669
74,"Saric, Ivan",HR,2668
75,"Gelfand, Boris",IL,2668
76,"Ni, Hua",CN,2668
77,"Howell, David W L",EN,2667
78,"Kamsky, Gata",US,2666
79,"Ma, Qun",CN,2666
80,"Martirosyan, Haik M.",AM,2666
81,"Naiditsch, Arkadij",AZ,2666
82,"Amin, Bassem",EG,2663
83,"Anton Guijarro, David",ES,2662
84,"Sarana, Alexey",FF,2662
85,"Guseinov, Gadir",AZ,2661
86,"Inarkiev, Ernesto",RU,2661
87,"Sargsyan, Shant",AM,2661
88,Narayanan.S.L,IN,2657
89,"Yakubboev, Nodirbek",UZ,2656
90,"Tari, Aryan",NO,2656
91,"Swiercz, Dariusz",US,2652
92,"Sindarov, Javokhir",UZ,2651
93,"Tabatabaei, M. Amin",IR,2651
94,"Berkes, Ferenc",HU,2651
95,"Grandelius, Nils",SE,2651
96,"Malakhov, Vladimir",FF,2651
97,"McShane, Luke J",EN,2650
98,"Hou, Yifan",CN,2650
99,"Areshchenko, Alexander",UA,2649
100,"Mareco, Sandro",AR,2649
