rank,name,fed,rating
1,"Fischer, Robert James",USA,2780
2,"Karpov, Anatoly",RUS,2780
3,"Shirov, Alexei",LAT,2740
4,"Kramnik, Vladimir",RUS,2725
5,"Anand, Viswanathan",IND,2720
6,"Salov, Valery",RUS,2710
7,"Ivanchuk, Vassily",UKR,2695
8,"Kamsky, Gata",USA,2695
9,"Gelfand, Boris",BLR,2680
10,"Bareev, Evgeny",RUS,2675
11,"Nikolic, Predrag",BIH,2655
12,"Yusupov, Artur",GER,2655
13,"Dreev, Alexey",RUS,2650
14,"Epishin, Vladimir",RUS,2650
15,"Kaidanov, Gregory S.",USA,2645
16,"Khalifman, Alexander",RUS,2645
17,"Lautier, Joel",FRA,2645
18,"Topalov, Veselin",BUL,2645
19,"Vaganian, Rafael A.",ARM,2645
20,"Adams, Michael",ENG,2640
21,"Beliavsky, Alexander G.",UKR,2640
22,"Piket, Jeroen",NED,2640
23,"Tiviakov, Sergei",RUS,2640
24,"Timman, Jan H.",NED,2635
25,"Akopian, Vladimir",ARM,2630
26,"Dautov, Rustem",GER,2630
27,"Polgar, Judit",HUN,2630
28,"Azmaiparashvili, Zurab",GEO,2625
29,"Nunn, John D. M.",ENG,2625
30,"Sokolov, Ivan",BIH,2625
31,"Yudasin, Leonid",ISR,2625
32,"Almasi, Zoltan",HUN,2620
33,"Andersson, Ulf",SWE,2620
34,"Granda Zuniga, Julio E.",PER,2620
35,"Gurevich, Mikhail",BEL,2620
36,"Chernin, Alexander",HUN,2615
37,"Dolmatov, Sergey",RUS,2615
38,"Georgiev, Kiril",BUL,2615
39,"Glek, Igor V.",RUS,2615
40,"Kortschnoj, Viktor",SUI,2615
41,"Oll, Lembit",EST,2615
42,"Psakhis, Lev",ISR,2615
43,"Smirin, Ilia",ISR,2615
44,"Benjamin, Joel",USA,2610
45,"Loginov, Valery A.",UZB,2610
46,"Malaniuk, Vladimir P.",UKR,2610
47,"Portisch, Lajos",HUN,2610
48,"Vyzmanavin, Alexey",RUS,2610
49,"Hansen, Curt",DEN,2605
50,"Hertneck, Gerald",GER,2605
51,"Huebner, Robert",GER,2605
52,"Ribli, Zoltan",HUN,2605
53,"Romanishin, Oleg M.",UKR,2605
54,"Van der Sterren, Paul",NED,2605
55,"Agdestein, Simen",NOR,2600
56,"Bologan, Viorel",MDA,2600
57,"Ehlvest, Jaan",EST,2600
58,"Gavrikov, Viktor",SUI,2600
59,"Greenfeld, Alon",ISR,2600
60,"Miles, Anthony J.",ENG,2600
61,"Shabalov, Alexander",USA,2600
62,"Speelman, Jonathan S.",ENG,2600
63,"Dorfman, Josif D.",FRA,2595
64,"Krasenkov, Mikhail",RUS,2595
65,"Rozentalis, Eduardas",LTU,2595
66,"Wolff, Patrick G.",USA,2595
67,"Goldin, Alexander",RUS,2590
68,"Gulko, Boris F.",USA,2590
69,"Hodgson, Julian M.",ENG,2590
70,"Illescas Cordoba, Miguel",ESP,2590
71,"Lputian, Smbat G.",ARM,2590
72,"Milov, Vadim",ISR,2590
73,"Yermolinsky, Alex",USA,2590
74,"Alterman, Boris",ISR,2585
75,"Cvitan, Ognjen",CRO,2585
76,"Eingorn, Vereslav S.",UKR,2585
77,"Hjartarson, Johann",ISL,2585
78,"Morovic Fernandez, Ivan",CHI,2585
79,"Onischuk, Alexander",UKR,2585
80,"Polugaevsky, Lev",RUS,2585
81,"Seirawan, Yasser",USA,2585
82,"Sveshnikov, Evgeny",RUS,2585
83,"Zvjaginsev, Vadim",RUS,2585
84,"Dokhoian, Yury",RUS,2580
85,"Hansen, Lars Bo",DEN,2580
86,"Kengis, Edvins",LAT,2580
87,"Khenkin, Igor",ISR,2580
88,"Ljubojevic, Ljubomir",YUG,2580
89,"Lobron, Eric",GER,2580
90,"Lutz, Christopher",GER,2580
91,"Magerramov, Elmar",AZE,2580
92,"Sokolov, Andrei",RUS,2580
93,"Vladimirov, Evgeny",KAZ,2580
94,"Christiansen, Larry M.",USA,2575
95,"Huzman, Alexander",UKR,2575
96,"Ivanov, Alexander",USA,2575
97,"Kozul, Zdenko",CRO,2575
98,"Mecking, Henrique",BRA,2575
99,"Milos, Gilberto",BRA,2575
100,"Morozevich, Alexander",RUS,2575
