rank,name,fed,rating
1,"Carlsen, Magnus",NOR,2845
2,"Caruana, Fabiano",USA,2819
3,"Kasparov, Garry",RUS,2812
4,"Ding, Liren",CHN,2809
5,"Giri, Anish",NED,2797
6,"Mamedyarov, Shakhriyar",AZE,2793
7,"Anand, Viswanathan",IND,2774
8,"Nepomniachtchi, Ian",RUS,2773
9,"Vachier-Lagrave, Maxime",FRA,2773
10,"Grischuk, Alexander",RUS,2771
11,"Aronian, Levon",ARM,2763
12,"So, Wesley",USA,2762
13,"Radjabov, Teimour",AZE,2756
14,"Artemiev, Vladislav",RUS,2754
15,"Kramnik, Vladimir",RUS,2753
16,"Yu, Yangyi",CHN,2751
17,"Nakamura, Hikaru",USA,2746
18,"Karjakin, Sergey",RUS,2743
19,"Topalov, Veselin",BUL,2740
20,"Dominguez Perez, Leinier",USA,2739
21,"Svidler, Peter",RUS,2735
22,"Vitiugov, Nikita",RUS,2734
23,"Navara, David",CZE,2733
24,"Bu, Xiangzhi",CHN,2729
25,"Duda, Jan-Krzysztof",POL,2728
26,"Wei, Yi",CHN,2728
27,"Rapport, Richard",HUN,2726
28,"Wang, Hao",CHN,2726
29,"Shankland, Sam",USA,2725
30,"Wojtaszek, Radoslaw",POL,2724
31,"Harikrishna, Pentala",IND,2723
32,"Andreikin, Dmitry",RUS,2721
33,"Jakovenko, Dmitry",RUS,2719
34,"Vidit, Santosh Gujrathi",IND,2717
35,"Le, Quang Liem",VIE,2711
36,"Amin, Bassem",EGY,2708
37,"Fedoseev, Vladimir",RUS,2702
38,"Tomashevsky, Evgeny",RUS,2702
39,"Adhiban, B.",IND,2701
40,"Howell, David W L",ENG,2701
41,"Li, Chao b",CHN,2699
42,"Adams, Michael",ENG,2698
43,"Jones, Gawain C B",ENG,2698
44,"Naiditsch, Arkadij",AZE,2695
45,"Vallejo Pons, Francisco",ESP,2693
46,"Inarkiev, Ernesto",RUS,2692
47,"Matlakov, Maxim",RUS,2692
48,"Saric, Ivan",CRO,2691
49,"Dubov, Daniil",RUS,2690
50,"Rodshtein, Maxim",ISR,2689
51,"Sargissian, Gabriel",ARM,2689
52,"Sadler, Matthew D",ENG,2688
53,"Grandelius, Nils",SWE,2687
54,"Ragger, Markus",AUT,2687
55,"Cori, Jorge",PER,2686
56,"McShane, Luke J",ENG,2686
57,"Almasi, Zoltan",HUN,2685
58,"Kryvoruchko, Yuriy",UKR,2685
59,"Wang, Yue",CHN,2684
60,"Bacrot, Etienne",FRA,2683
61,"Nabaty, Tamir",ISR,2683
62,"Nisipeanu, Liviu-Dieter",GER,2680
63,"Cheparinov, Ivan",GEO,2679
64,"Berkes, Ferenc",HUN,2678
65,"Kovalev, Vladislav",BLR,2678
66,"Ivanchuk, Vassily",UKR,2677
67,"Xiong, Jeffery",USA,2677
68,"Gelfand, Boris",ISR,2676
69,"Kamsky, Gata",USA,2676
70,"Korobov, Anton",UKR,2675
71,"Leko, Peter",HUN,2675
72,"Polgar, Judit",HUN,2675
73,"Gyimesi, Zoltan",HUN,2674
74,"Ni, Hua",CHN,2674
75,"Ponomariov, Ruslan",UKR,2673
76,"Sasikiran, Krishnan",IND,2673
77,"Salem, A.R. Saleh",UAE,2672
78,"Robson, Ray",USA,2670
79,"Anton Guijarro, David",ESP,2669
80,"Firouzja, Alireza",IRI,2669
81,"Maghsoodloo, Parham",IRI,2669
82,"Bruzon Batista, Lazaro",CUB,2668
83,"Malakhov, Vladimir",RUS,2667
84,"Najer, Evgeniy",RUS,2667
85,"Swiercz, Dariusz",USA,2667
86,"Laznicka, Viktor",CZE,2666
87,"Sjugirov, Sanan",RUS,2664
88,"Areshchenko, Alexander",UKR,2663
89,"Dreev, Aleksey",RUS,2662
90,"Hou, Yifan",CHN,2662
91,"Kovalenko, Igor",LAT,2662
92,"Demchenko, Anton",RUS,2661
93,"Eljanov, Pavel",UKR,2661
94,"Piorun, Kacper",POL,2660
95,"Shirov, Alexei",ESP,2660
96,"Tkachiev, Vladislav",FRA,2660
97,"Lautier, Joel",FRA,2658
98,"Melkumyan, Hrant",ARM,2658
99,"Van Kampen, Robin",NED,2658
100,"Morozevich, Alexander",RUS,2656
