rank,name,fed,rating
1,"Kasparov, Garry",RUS,2830
2,"Kramnik, Vladimir",RUS,2789
3,"Fischer, Robert J",USA,2780
4,"Anand, Viswanathan",IND,2764
5,"Leko, Peter",HUN,2746
6,"Shirov, Alexei",ESP,2735
7,"Topalov, Veselin",BUL,2735
8,"Bareev, Evgeny",RUS,2734
9,"Adams, Michael",ENG,2723
10,"Ponomariov, Ruslan",UKR,2718
11,"Kamsky, Gata",USA,2717
12,"Polgar, Judit (GM)",HUN,2715
13,"Svidler, Peter",RUS,2713
14,"Ivanchuk, Vassily",UKR,2704
15,"Akopian, Vladimir",ARM,2703
16,"Khalifman, Alexander",RUS,2702
17,"Grischuk, Alexander",RUS,2701
18,"Gelfand, Boris",ISR,2700
19,"Dreev, Alexey",RUS,2695
20,"Karpov, Anatoly",RUS,2686
21,"Short, Nigel D.",ENG,2686
22,"Ye, Jiangchuan",CHN,2684
23,"Kasimdzhanov, Rustam",UZB,2680
24,"Azmaiparashvili, Zurab",GEO,2678
25,"Morozevich, Alexander",RUS,2678
26,"Sokolov, Ivan",NED,2677
27,"Almasi, Zoltan",HUN,2676
28,"Van Wely, Loek",NED,2675
29,"Malakhov, Vladimir",RUS,2672
30,"Rublevsky, Sergei",RUS,2670
31,"Lautier, Joel",FRA,2666
32,"Zhang, Zhong",CHN,2666
33,"Sakaev, Konstantin",RUS,2664
34,"Zvjaginsev, Vadim",RUS,2664
35,"Bologan, Viktor",MDA,2663
36,"Smirin, Ilia",ISR,2662
37,"Movsesian, Sergei",SVK,2659
38,"Sasikiran, Krishnan",IND,2658
39,"Bacrot, Etienne",FRA,2654
40,"Vaganian, Rafael A",ARM,2653
41,"Sutovsky, Emil",ISR,2652
42,"Aleksandrov, Aleksej",BLR,2650
43,"Beliavsky, Alexander G",SLO,2649
44,"Georgiev, Kiril",MKD,2647
45,"Onischuk, Alexander",USA,2647
46,"Piket, Jeroen",NED,2646
47,"Vallejo Pons, Francisco",ESP,2645
48,"Khenkin, Igor",GER,2644
49,"Radjabov, Teimour",AZE,2644
50,"Salov, Valery",RUS,2644
51,"Landa, Konstantin",RUS,2643
52,"Nikolic, Predrag",BIH,2643
53,"Tkachiev, Vladislav",FRA,2643
54,"Kaidanov, Gregory S",USA,2640
55,"Lutz, Christopher",GER,2640
56,"Kobalia, Mikhail",RUS,2639
57,"Lputian, Smbat G",ARM,2638
58,"Gurevich, Mikhail",BEL,2635
59,"Hjartarson, Johann",ISL,2634
60,"Macieja, Bartlomiej",POL,2634
61,"Motylev, Alexander",RUS,2634
62,"Volkov, Sergey",RUS,2634
63,"Korchnoi, Viktor",SUI,2632
64,"Lastin, Alexander",RUS,2632
65,"Tregubov, Pavel V.",RUS,2632
66,"Graf, Alexander",GER,2630
67,"Epishin, Vladimir",RUS,2628
68,"Granda Zuniga, Julio E",PER,2628
69,"Xu, Jun",CHN,2628
70,"Filippov, Valerij",RUS,2627
71,"Moiseenko, Alexander",UKR,2627
72,"Seirawan, Yasser",USA,2626
73,"Huebner, Robert Dr.",GER,2625
74,"Nielsen, Peter Heine",DEN,2625
75,"Sadler, Matthew",ENG,2624
76,"Pelletier, Yannick",SUI,2623
77,"Tiviakov, Sergei",NED,2623
78,"Fridman, Daniel",LAT,2621
79,"Smirnov, Pavel",RUS,2615
80,"Vescovi, Giovanni",BRA,2615
81,"Dautov, Rustem",GER,2611
82,"Ftacnik, Lubomir",SVK,2611
83,"Goldin, Alexander",USA,2611
84,"Nunn, John D.M.",ENG,2611
85,"Bruzon, Lazaro",CUB,2610
86,"Dorfman, Josif D",FRA,2610
87,"Hansen, Curt",DEN,2610
88,"Krasenkow, Michal",POL,2609
89,"Hodgson, Julian M.",ENG,2608
90,"Alekseev, Evgeny",RUS,2607
91,"Baklan, Vladimir",UKR,2607
92,"Mamedyarov, Shakhriyaz",AZE,2607
93,"Aronian, Levon",ARM,2606
94,"Dolmatov, Sergey",RUS,2606
95,"Korneev, Oleg",RUS,2606
96,"Najer, Evgeniy",RUS,2606
97,"Nisipeanu, Liviu-Dieter",ROM,2606
98,"Hamdouchi, Hichem",MAR,2605
99,"Hellers, Ferdinand",SWE,2605
100,"Eingorn, Vereslav S",UKR,2604
