rank,name,fed,rating
1,"Kasparov, Garry",URS,2775
2,"Karpov, Anatoly",URS,2750
3,"Short, Nigel D.",ENG,2650
4,"Beliavsky, Alexander G.",URS,2640
5,"Speelman, Jonathan S.",ENG,2640
6,"Ivanchuk, Vassily",URS,2635
7,"Salov, Valery",URS,2630
8,"Ribli, Zoltan",HUN,2625
9,"Andersson, Ulf",SWE,2620
10,"Nunn, John D. M.",ENG,2620
11,"Hjartarson, Johann",ISL,2615
12,"Gulko, Boris F.",USA,2610
13,"Kortschnoj, Viktor",SUI,2610
14,"Lputian, Smbat G.",URS,2610
15,"Portisch, Lajos",HUN,2610
16,"Sax, Gyula",HUN,2610
17,"Seirawan, Yasser",USA,2610
18,"Tal, Mikhail N.",URS,2610
19,"Timman, Jan H.",NED,2610
20,"Yusupov, Artur",URS,2610
21,"Agdestein, Simen",NOR,2605
22,"Nikolic, Predrag",YUG,2605
23,"Sokolov, Andrei",URS,2605
24,"Chandler, Murray G.",ENG,2600
25,"Ehlvest, Jaan",URS,2600
26,"Gelfand, Boris",URS,2600
27,"Huebner, Robert",GER,2600
28,"Vaganian, Rafael A.",URS,2600
29,"Georgiev, Kiril",BUL,2590
30,"Gurevich, Mikhail",URS,2590
31,"Tukmakov, Vladimir B.",URS,2590
32,"Psakhis, Lev",URS,2585
33,"Chernin, Alexander",URS,2580
34,"Dolmatov, Sergey",URS,2580
35,"Hort, Vlastimil",GER,2580
36,"Larsen, Bent",DEN,2580
37,"Ljubojevic, Ljubomir",YUG,2580
38,"Sokolov, Ivan",YUG,2580
39,"Spassky, Boris V.",FRA,2580
40,"Dokhoian, Yury",URS,2575
41,"Nogueiras, Jesus",CUB,2575
42,"Polugaevsky, Lev",URS,2575
43,"Spraggett, Kevin",CAN,2575
44,"De Firmian, Nick E.",USA,2570
45,"Dlugy, Maxim",USA,2570
46,"Eingorn, Vereslav S.",URS,2570
47,"Dorfman, Josif D.",URS,2565
48,"Hellers, Ferdinand",SWE,2565
49,"Kavalek, Lubomir",USA,2565
50,"Torre, Eugenio",PHI,2565
51,"Azmaiparashvili, Zurab",URS,2560
52,"Murrey, Jacob",FRA,2560
53,"Smyslov, Vassily",URS,2560
54,"Van der Wiel, John T. H.",NED,2560
55,"Bareev, Evgeny",URS,2555
56,"Lobron, Eric",GER,2555
57,"Polgar, Judit",HUN,2555
58,"Romanishin, Oleg M.",URS,2555
59,"Arnason, Jon L.",ISL,2550
60,"Ftacnik, Lubomir",CSR,2550
61,"Greenfeld, Alon",ISR,2550
62,"Kudrin, Sergey",USA,2550
63,"Pinter, Jozsef",HUN,2550
64,"Razuvaev, Yuri S.",URS,2550
65,"Vladimirov, Evgeny",URS,2550
66,"Vyzmanavin, Alexey",URS,2550
67,"Benjamin, Joel",USA,2545
68,"Csom, Istvan",HUN,2545
69,"Hansen, Curt",DEN,2545
70,"Hodgson, Julian M.",ENG,2545
71,"Khalifman, Alexander",URS,2545
72,"Kovacevic, Vladimir",YUG,2545
73,"Sosonko, Gennadi",NED,2545
74,"Dzindzichashvili, Roman",USA,2540
75,"Hansen, Lars Bo",DEN,2540
76,"Morovic Fernandez, Ivan",CHI,2540
77,"Rohde, Michael A.",USA,2540
78,"Smagin, Sergey",URS,2540
79,"Wilder, Michael",USA,2540
80,"Yudasin, Leonid",URS,2540
81,"Borges Mateos, Juan",CUB,2535
82,"Browne, Walter S.",USA,2535
83,"Dautov, Rustem",URS,2535
84,"Gavrikov, Viktor",URS,2535
85,"Goldin, Alexander",URS,2535
86,"Gruenfeld, Yehuda",ISR,2535
87,"Gutman, Lev",ISR,2535
88,"Kaidanov, Grigory S.",URS,2535
89,"Lerner, Konstantin Z.",URS,2535
90,"Popovic, Petar",YUG,2535
91,"Todorcevic, Miodrag",YUG,2535
92,"Balashov, Yuri S.",URS,2530
93,"Christiansen, Larry M.",USA,2530
94,"Damljanovic, Branko",YUG,2530
95,"Ivanovic, Bozidar",YUG,2530
96,"Mohr, Stefan",GER,2530
97,"Petursson, Margeir",ISL,2530
98,"Schussler, Harry",SWE,2530
99,"Timoshenko, Georgy",URS,2530
100,"Velimirovic, Dragoljub",YUG,2530
