rank,name,fed,rating
1,"Kasparov, Garry",URS,2740
2,"Karpov, Anatoly",URS,2700
3,"Sokolov, Andrei",URS,2635
4,"Yusupov, Artur",URS,2635
5,"Beliavsky, Alexander G.",URS,2630
6,"Kortschnoj, Viktor",SUI,2630
7,"Timman, Jan H.",NED,2630
8,"Ljubojevic, Ljubomir",YUG,2625
9,"Tal, Mikhail N.",URS,2625
10,"Nikolic, Predrag",YUG,2620
11,"Short, Nigel D.",ENG,2620
12,"Portisch, Lajos",HUN,2615
13,"Speelman, Jonathan S.",ENG,2615
14,"Huebner, Robert",GER,2610
15,"Georgiev, Kiril",BUL,2605
16,"Andersson, Ulf",SWE,2600
17,"Seirawan, Yasser",USA,2600
18,"Polugaevsky, Lev",URS,2595
19,"Ribli, Zoltan",HUN,2595
20,"Vaganian, Rafael A.",URS,2595
21,"Miles, Anthony J.",ENG,2585
22,"Nunn, John D. M.",ENG,2585
23,"Chernin, Alexander",URS,2580
24,"Tukmakov, Vladimir B.",URS,2580
25,"Benjamin, Joel",USA,2575
26,"Chandler, Murray G.",ENG,2575
27,"Christiansen, Larry M.",USA,2575
28,"Eingorn, Vereslav S.",URS,2575
29,"Pinter, Jozsef",HUN,2575
30,"Psakhis, Lev",URS,2575
31,"Salov, Valery",URS,2575
32,"Alburt, Lev O.",USA,2570
33,"Hort, Vlastimil",GER,2570
34,"Larsen, Bent",DEN,2570
35,"Sax, Gyula",HUN,2570
36,"Spassky, Boris V.",FRA,2570
37,"Spraggett, Kevin",CAN,2570
38,"Agdestein, Simen",NOR,2565
39,"Gulko, Boris F.",USA,2565
40,"Kavalek, Lubomir",USA,2565
41,"Popovic, Petar",YUG,2560
42,"Arnason, Jon L.",ISL,2555
43,"Bareev, Evgeny",URS,2555
44,"Barlov, Dragan",YUG,2555
45,"Lau, Ralf",GER,2555
46,"Nogueiras, Jesus",CUB,2555
47,"Romanishin, Oleg M.",URS,2555
48,"Smagin, Sergey",URS,2555
49,"Balashov, Yuri S.",URS,2550
50,"Chiburdanidze, Maia",URS,2550
51,"Hansen, Curt",DEN,2550
52,"Hjartarson, Johann",ISL,2550
53,"Rohde, Michael A.",USA,2550
54,"Smyslov, Vassily",URS,2550
55,"Van der Wiel, John T. H.",NED,2550
56,"Campora, Daniel H.",ARG,2545
57,"Dlugy, Maxim",USA,2545
58,"Ftacnik, Lubomir",CSR,2545
59,"Gruenfeld, Yehuda",ISR,2545
60,"Gurevich, Dmitry",USA,2545
61,"Malaniuk, Vladimir P.",URS,2545
62,"Suba, Mihai",ROM,2545
63,"Adorjan, Andras",HUN,2540
64,"Azmaiparashvili, Zurab",URS,2540
65,"Dolmatov, Sergey",URS,2540
66,"Ehlvest, Jaan",URS,2540
67,"Lputian, Smbat G.",URS,2540
68,"Morovic Fernandez, Ivan",CHI,2540
69,"Olafsson, Helgi",ISL,2540
70,"Torre, Eugenio",PHI,2540
71,"Dzindzichashvili, Roman",USA,2535
72,"Ivanovic, Bozidar",YUG,2535
73,"Rogers, Ian",AUS,2535
74,"Sosonko, Gennadi",NED,2535
75,"Boensch, Uwe",GDR,2530
76,"Knaak, Rainer",GDR,2530
77,"Lobron, Eric",GER,2530
78,"Watson, William N.",ENG,2530
79,"Dokhoian, Yury",URS,2525
80,"Dorfman, Josif D.",URS,2525
81,"Gavrikov, Viktor",URS,2525
82,"Gheorghiu, Florin",ROM,2525
83,"Gligoric, Svetozar",YUG,2525
84,"Granda Zuniga, Julio E.",PER,2525
85,"Lerner, Konstantin Z.",URS,2525
86,"Sokolov, Ivan",YUG,2525
87,"Tarjan, James E.",USA,2525
88,"Van der Sterren, Paul",NED,2525
89,"Vladimirov, Evgeny",URS,2525
90,"Fedorowicz, John P.",USA,2520
91,"Garcia Palermo, Carlos",ARG,2520
92,"Greenfeld, Alon",ISR,2520
93,"Illescas Cordoba, Miguel",ESP,2520
94,"Khalifman, Alexander",URS,2520
95,"Lukacs, Peter",HUN,2520
96,"Panno, Oscar",ARG,2520
97,"Pigusov, Evgeny",URS,2520
98,"Rajna, Gyorgy",HUN,2520
99,"Velimirovic, Dragoljub",YUG,2520
100,"Geller, Efim P.",URS,2515
