rank,name,fed,rating
1,"Kasparov, Garry",RUS,2805
2,"Fischer, Robert James",USA,2780
3,"Karpov, Anatoly",RUS,2725
4,"Anand, Viswanathan",IND,2710
5,"Ivanchuk, Vassily",UKR,2710
6,"Gelfand, Boris",BLR,2690
7,"Kramnik, Vladimir",RUS,2685
8,"Bareev, Evgeny",RUS,2670
9,"Shirov, Alexei",LAT,2670
10,"Georgiev, Kiril",BUL,2660
11,"Salov, Valery",RUS,2660
12,"Azmaiparashvili, Zurab",GEO,2655
13,"Kamsky, Gata",USA,2655
14,"Short, Nigel D.",ENG,2655
15,"Lautier, Joel",FRA,2645
16,"Yusupov, Artur",GER,2645
17,"Sokolov, Ivan",BIH,2640
18,"Polugaevsky, Lev",RUS,2635
19,"Timman, Jan H.",NED,2635
20,"Topalov, Veselin",BUL,2635
21,"Adams, Michael",ENG,2630
22,"Agdestein, Simen",NOR,2630
23,"Khalifman, Alexander",RUS,2630
24,"Nikolic, Predrag",BIH,2630
25,"Andersson, Ulf",SWE,2625
26,"Dautov, Rustem",RUS,2625
27,"Ehlvest, Jaan",EST,2625
28,"Gulko, Boris F.",USA,2625
29,"Hjartarson, Johann",ISL,2625
30,"Christiansen, Larry M.",USA,2620
31,"Epishin, Vladimir",RUS,2620
32,"Huebner, Robert",GER,2620
33,"Kaidanov, Grigory S.",RUS,2620
34,"Lobron, Eric",GER,2620
35,"Ribli, Zoltan",HUN,2620
36,"Vyzmanavin, Alexey",RUS,2620
37,"Akopian, Vladimir",ARM,2615
38,"Dolmatov, Sergey",RUS,2615
39,"Illescas Cordoba, Miguel",ESP,2615
40,"Romanishin, Oleg M.",UKR,2615
41,"Vaganian, Rafael A.",ARM,2615
42,"Yermolinsky, Alexey",USA,2615
43,"Beliavsky, Alexander G.",UKR,2610
44,"Gurevich, Mikhail",BEL,2610
45,"Hansen, Curt",DEN,2610
46,"Lputian, Smbat G.",ARM,2610
47,"Yudasin, Leonid",RUS,2610
48,"Chernin, Alexander",HUN,2605
49,"Kortschnoj, Viktor",SUI,2605
50,"Ljubojevic, Ljubomir",YUG,2605
51,"Mecking, Henrique",BRA,2605
52,"Tukmakov, Vladimir B.",UKR,2605
53,"Alterman, Boris",ISR,2600
54,"Malaniuk, Vladimir P.",UKR,2600
55,"Serper, Grigory",UZB,2600
56,"Polgar, Judit",HUN,2595
57,"Rohde, Michael A.",USA,2595
58,"Rozentalis, Eduardas",LTU,2595
59,"Ruban, Vadim",RUS,2595
60,"Seirawan, Yasser",USA,2595
61,"Speelman, Jonathan S.",ENG,2595
62,"Granda Zuniga, Julio E.",PER,2590
63,"Piket, Jeroen",NED,2590
64,"Smirin, Ilia",ISR,2590
65,"Benjamin, Joel",USA,2585
66,"Dorfman, Josif D.",FRA,2585
67,"Oll, Lembit",EST,2585
68,"Vladimirov, Evgeny",KAZ,2585
69,"Kharlov, Andrei",RUS,2580
70,"Mozetic, Dejan",YUG,2580
71,"Nunn, John D. M.",ENG,2580
72,"Pinter, Jozsef",HUN,2580
73,"Portisch, Lajos",HUN,2580
74,"Wojtkiewicz, Aleksander",POL,2580
75,"Wolff, Patrick G.",USA,2580
76,"Zapata, Alonso",COL,2580
77,"Cvitan, Ognjen",CRO,2575
78,"Eingorn, Vereslav S.",UKR,2575
79,"Gavrikov, Viktor",LTU,2575
80,"Hertneck, Gerald",GER,2575
81,"Khenkin, Igor",RUS,2575
82,"Kudrin, Sergey",USA,2575
83,"Morovic Fernandez, Ivan",CHI,2575
84,"Pigusov, Evgeny",RUS,2575
85,"Psakhis, Lev",ISR,2575
86,"Rogers, Ian",AUS,2575
87,"Shabalov, Alexander",LAT,2575
88,"Tiviakov, Sergei",RUS,2575
89,"Malisauskas, Vidmantas",LTU,2570
90,"Miles, Anthony J.",ENG,2570
91,"Minasian, Artashes",ARM,2570
92,"Nogueiras, Jesus",CUB,2570
93,"Sax, Gyula",HUN,2570
94,"Sherbakov, Ruslan",RUS,2570
95,"Vaiser, Anatoly V.",FRA,2570
96,"Dvoirys, Semen I.",RUS,2565
97,"Hellers, Ferdinand",SWE,2565
98,"Hodgson, Julian M.",ENG,2565
99,"Magerramov, Elmar",RUS,2565
100,"Nenashev, Alexander",UZB,2565
