rank,name,fed,rating
1,"Kasparov, Garry",URS,2775
2,"Karpov, Anatoly",URS,2755
3,"Ivanchuk, Vassily",URS,2660
4,"Short, Nigel D.",ENG,2660
5,"Kortschnoj, Viktor",SUI,2655
6,"Salov, Valery",URS,2645
7,"Gurevich, Mikhail",URS,2640
8,"Andersson, Ulf",SWE,2635
9,"Ljubojevic, Ljubomir",YUG,2635
10,"Timman, Jan H.",NED,2635
11,"Beliavsky, Alexander G.",URS,2620
12,"Ehlvest, Jaan",URS,2620
13,"Speelman, Jonathan S.",ENG,2615
14,"Dolmatov, Sergey",URS,2610
15,"Yusupov, Artur",URS,2610
16,"Agdestein, Simen",NOR,2605
17,"Gulko, Boris F.",USA,2605
18,"Huebner, Robert",GER,2605
19,"Ribli, Zoltan",HUN,2605
20,"Nikolic, Predrag",YUG,2600
21,"Portisch, Lajos",HUN,2600
22,"Sokolov, Andrei",URS,2595
23,"Gelfand, Boris",URS,2590
24,"Georgiev, Kiril",BUL,2590
25,"Chandler, Murray G.",ENG,2585
26,"De Firmian, Nick E.",USA,2585
27,"Dorfman, Josif D.",URS,2585
28,"Polugaevsky, Lev",URS,2585
29,"Seirawan, Yasser",USA,2585
30,"Spraggett, Kevin",CAN,2585
31,"Tal, Mikhail N.",URS,2585
32,"Vaganian, Rafael A.",URS,2585
33,"Bareev, Evgeny",URS,2580
34,"Chernin, Alexander",URS,2580
35,"Petursson, Margeir",ISL,2580
36,"Sax, Gyula",HUN,2580
37,"Spassky, Boris V.",FRA,2580
38,"Azmaiparashvili, Zurab",URS,2575
39,"Nunn, John D. M.",ENG,2575
40,"Wilder, Michael",USA,2575
41,"Dokhoian, Yury",URS,2570
42,"Dreev, Alexey",URS,2570
43,"Hort, Vlastimil",GER,2570
44,"Kudrin, Sergey",USA,2570
45,"Miles, Anthony J.",USA,2570
46,"Psakhis, Lev",URS,2565
47,"Smyslov, Vassily",URS,2565
48,"Tukmakov, Vladimir B.",URS,2565
49,"Vladimirov, Evgeny",URS,2565
50,"Eingorn, Vereslav S.",URS,2560
51,"Hellers, Ferdinand",SWE,2560
52,"Kavalek, Lubomir",USA,2560
53,"Kozul, Zdenko",YUG,2560
54,"Lobron, Eric",GER,2560
55,"Malaniuk, Vladimir P.",URS,2560
56,"Nogueiras, Jesus",CUB,2560
57,"Pigusov, Evgeny",URS,2560
58,"Pinter, Jozsef",HUN,2560
59,"Torre, Eugenio",PHI,2560
60,"Anand, Viswanathan",IND,2555
61,"Browne, Walter S.",USA,2555
62,"Damljanovic, Branko",YUG,2555
63,"Gavrikov, Viktor",URS,2555
64,"Hjartarson, Johann",ISL,2555
65,"Polgar, Judit",HUN,2555
66,"Vaiser, Anatoly V.",URS,2555
67,"Vyzmanavin, Alexey",URS,2555
68,"Yudasin, Leonid",URS,2555
69,"Christiansen, Larry M.",USA,2550
70,"Ftacnik, Lubomir",CSR,2550
71,"Hulak, Krunoslav",YUG,2550
72,"Oll, Lembit",URS,2550
73,"Popovic, Petar",YUG,2550
74,"Rohde, Michael A.",USA,2550
75,"Wang, Zili",CHN,2550
76,"Ivanovic, Bozidar",YUG,2545
77,"Khalifman, Alexander",URS,2545
78,"Olafsson, Helgi",ISL,2545
79,"Razuvaev, Yuri S.",URS,2545
80,"Smejkal, Jan",CSR,2545
81,"Van der Wiel, John T. H.",NED,2545
82,"Dzindzichashvili, Roman",USA,2540
83,"Lputian, Smbat G.",URS,2540
84,"Piket, Jeroen",NED,2540
85,"Schussler, Harry",SWE,2540
86,"Sosonko, Gennadi",NED,2540
87,"Balashov, Yuri S.",URS,2535
88,"Dautov, Rustem",URS,2535
89,"Fedorowicz, John P.",USA,2535
90,"Greenfeld, Alon",ISR,2535
91,"Hodgson, Julian M.",ENG,2535
92,"Murrey, Jacob",FRA,2535
93,"Smagin, Sergey",URS,2535
94,"Timoshenko, Georgy",URS,2535
95,"Velimirovic, Dragoljub",YUG,2535
96,"Wahls, Matthias",GER,2535
97,"Adorjan, Andras",HUN,2530
98,"Benjamin, Joel",USA,2530
99,"Csom, Istvan",HUN,2530
100,"Dlugy, Maxim",USA,2530
